"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1","18","20","10","2","12","46","22","6","4","44","16","34","36","14","32","42","24","26","28","30","48"
"2","20","2","18","6","10","12","16","46","22","4","44","34","24","48","14","26","28","32","36","30","42"
"3","20","18","2","6","12","46","16","22","4","44","24","34","14","48","28","26","30","36","32","42",""
"4","18","20","2","6","12","22","46","4","16","44","14","24","34","48","28","26","30","36","32","42",""
"5","18","20","2","6","22","12","46","16","4","44","14","24","34","48","28","26","30","36","32","42",""
"6","18","20","2","22","6","12","46","4","16","24","44","14","34","48","28","26","30","36","32","42",""
"7","18","20","2","22","6","12","46","4","24","16","44","34","14","48","28","26","36","30","42","32",""
"8","18","20","2","22","6","12","46","4","24","16","44","34","14","28","48","26","36","30","42","32",""
"9","18","20","2","22","6","12","46","4","24","16","14","44","34","28","48","36","30","42","32","26",""
"10","18","20","2","22","6","12","46","4","14","24","16","44","34","28","48","36","42","30","32","",""
"11","18","20","2","22","12","46","4","14","24","16","44","34","28","48","36","42","32","","","",""
"12","18","20","22","2","12","46","4","14","24","44","34","16","28","48","36","42","","","","",""
"13","18","20","2","22","12","46","4","24","14","34","44","16","28","48","36","42","","","","",""
"14","18","20","22","12","4","46","24","14","34","44","16","28","48","36","42","2","","","","",""
"15","18","20","22","12","4","46","24","14","34","44","16","28","48","36","42","","","","","",""
"16","18","20","22","12","46","4","24","14","34","44","16","28","48","36","42","","","","","",""
"17","18","20","22","12","46","4","24","14","34","16","28","48","36","42","","","","","","",""
"18","18","20","12","4","46","24","14","34","16","28","48","36","42","","","","","","","",""
"19","18","20","12","46","4","24","14","34","16","28","48","36","42","","","","","","","",""
"20","18","20","12","4","46","24","14","34","16","28","48","36","42","","","","","","","",""
"21","18","20","46","24","4","14","34","16","28","36","12","","","","","","","","","",""
"22","18","20","46","4","24","14","34","16","28","36","12","","","","","","","","","",""
"23","18","20","46","4","14","34","16","28","36","12","24","","","","","","","","","",""
"24","18","20","46","4","34","14","16","28","36","12","24","","","","","","","","","",""
"25","18","20","46","4","34","14","16","28","36","12","24","","","","","","","","","",""
"26","18","20","46","4","34","14","28","36","12","24","","","","","","","","","","",""
"27","18","20","46","4","34","28","14","36","12","24","","","","","","","","","","",""
"28","18","20","46","4","34","28","14","12","36","24","","","","","","","","","","",""
"29","18","20","46","4","34","28","14","24","","","","","","","","","","","","",""
"30","20","18","46","4","34","28","14","24","","","","","","","","","","","","",""
"31","20","18","46","4","34","28","14","24","","","","","","","","","","","","",""
"32","20","18","46","4","34","28","14","24","","","","","","","","","","","","",""
"33","20","18","46","4","34","28","14","24","","","","","","","","","","","","",""
"34","20","18","46","4","34","28","14","24","","","","","","","","","","","","",""
"35","18","20","46","4","34","28","14","24","","","","","","","","","","","","",""
"36","18","20","46","4","34","28","14","24","","","","","","","","","","","","",""
"37","18","20","46","34","4","28","14","24","","","","","","","","","","","","",""
"38","18","20","46","34","28","14","24","","","","","","","","","","","","","",""
"39","20","18","46","34","28","14","24","","","","","","","","","","","","","",""
"40","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"41","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"42","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"43","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"44","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"45","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"46","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"47","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"48","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"49","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"50","18","20","34","46","28","14","24","","","","","","","","","","","","","",""
"51","18","20","34","46","14","24","28","","","","","","","","","","","","","",""
"52","18","20","34","46","14","24","","","","","","","","","","","","","","",""
"53","18","20","34","46","14","24","","","","","","","","","","","","","","",""
"54","18","20","34","46","14","24","","","","","","","","","","","","","","",""
"55","20","18","34","46","14","24","","","","","","","","","","","","","","",""
"56","20","18","34","46","14","24","","","","","","","","","","","","","","",""
"57","20","18","34","46","14","24","","","","","","","","","","","","","","",""
"58","20","18","34","46","14","","","","","","","","","","","","","","","",""
"59","18","20","46","34","14","","","","","","","","","","","","","","","",""
"60","18","20","46","34","","","","","","","","","","","","","","","","",""
"61","20","18","34","46","","","","","","","","","","","","","","","","",""
"62"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
