"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1","30","6","16","18","20","38","32","28","36","34","8","40","24","46","26","58"
"2","6","30","16","28","20","32","34","38","8","40","36","58","46","24","26","18"
"3","6","30","28","16","20","38","34","32","8","36","40","58","46","24","26","18"
"4","6","30","28","16","20","38","34","32","36","8","40","58","24","26","46","18"
"5","6","30","28","16","38","20","34","36","32","40","8","58","24","46","26","18"
"6","6","30","28","38","16","20","34","36","32","40","8","58","24","46","26","18"
"7","6","30","28","38","16","20","34","36","40","32","8","58","24","46","26","18"
"8","6","30","28","38","16","20","34","36","40","32","8","58","24","46","26","18"
"9","6","30","38","28","16","20","34","36","40","32","8","58","24","46","26","18"
"10","6","30","38","28","16","20","34","36","40","32","8","58","24","46","26","18"
"11","6","30","38","28","16","20","34","36","40","32","8","58","24","46","26","18"
"12","6","30","38","28","16","20","34","36","40","32","8","58","24","46","26","18"
"13","6","30","38","28","20","16","34","36","40","8","58","24","46","26","18",""
"14","6","30","38","28","20","16","34","36","40","8","58","24","46","26","18",""
"15","6","30","38","28","20","16","34","36","40","8","58","24","46","26","18",""
"16","6","30","38","28","20","34","16","36","40","8","58","24","46","26","18",""
"17","6","30","38","28","20","34","16","36","40","8","58","24","46","26","18",""
"18","6","30","38","28","20","34","16","36","40","8","58","24","46","26","18",""
"19","6","30","38","28","20","34","16","36","40","8","58","24","46","26","18",""
"20","6","30","38","28","20","34","16","36","40","8","58","24","46","26","18",""
"21","6","38","28","30","20","34","16","36","40","8","58","24","46","26","18",""
"22","6","38","28","30","20","34","36","16","40","8","24","58","46","26","18",""
"23","6","38","28","30","20","34","36","40","16","8","24","58","46","26","18",""
"24","6","38","28","20","34","36","40","8","24","58","46","26","16","18","",""
"25","6","38","28","20","34","36","40","8","24","58","46","26","16","18","",""
"26","6","38","28","20","34","36","40","8","24","58","46","26","18","16","",""
"27","6","38","28","20","34","36","40","8","24","58","46","26","18","16","",""
"28","6","38","28","20","34","36","40","8","24","58","26","46","18","16","",""
"29","38","28","20","34","36","40","8","24","58","6","46","26","18","16","",""
"30","38","28","20","34","36","40","8","24","58","26","18","6","16","","",""
"31","38","28","20","34","36","40","8","24","58","26","18","16","","","",""
"32","38","28","20","34","36","40","8","24","58","26","18","16","","","",""
"33","38","28","20","34","36","40","24","58","26","18","8","16","","","",""
"34","28","38","20","34","36","40","24","58","26","18","16","8","","","",""
"35","28","38","20","34","36","40","24","58","26","18","16","8","","","",""
"36","28","38","20","34","36","40","24","58","26","18","16","8","","","",""
"37","28","38","20","34","36","40","24","58","26","18","16","8","","","",""
"38","28","38","20","34","36","40","58","26","24","18","16","8","","","",""
"39","28","38","20","34","36","40","58","26","24","18","16","8","","","",""
"40","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"41","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"42","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"43","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"44","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"45","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"46","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"47","38","20","34","36","40","58","26","24","18","16","8","","","","",""
"48","38","20","34","36","40","58","24","26","18","16","8","","","","",""
"49","20","34","36","40","58","24","26","18","16","8","","","","","",""
"50","20","34","36","40","58","24","26","18","16","8","","","","","",""
"51","20","34","36","40","58","26","18","16","24","8","","","","","",""
"52","20","34","36","40","58","26","18","16","24","8","","","","","",""
"53","20","34","36","40","58","26","18","16","24","8","","","","","",""
"54","20","34","36","40","58","26","18","16","24","8","","","","","",""
"55","20","34","36","40","58","26","18","16","24","8","","","","","",""
"56","20","34","36","40","58","26","18","16","24","8","","","","","",""
"57","20","34","36","40","58","26","18","16","24","8","","","","","",""
"58","20","34","36","40","58","26","16","8","24","","","","","","",""
"59","20","34","36","40","58","26","16","8","24","","","","","","",""
"60","20","34","36","40","58","26","16","8","24","","","","","","",""
