"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1","28","8","18","16","2","6","22","38","34","36","10","14","24","4","26","44"
"2","2","8","28","18","16","36","22","38","6","26","34","10","14","44","4","24"
"3","2","8","28","18","36","16","22","6","26","10","34","44","14","38","4","24"
"4","2","8","28","18","36","16","22","6","26","10","44","34","14","38","4","24"
"5","2","8","28","18","36","22","16","6","26","10","44","38","14","34","4","24"
"6","2","28","8","18","36","22","16","6","26","10","14","38","4","24","34",""
"7","2","28","8","18","36","22","6","16","10","26","14","38","4","24","34",""
"8","2","28","8","18","36","6","22","16","10","26","14","38","4","24","34",""
"9","2","28","8","18","36","6","16","22","10","26","14","38","4","24","34",""
"10","2","28","8","18","36","6","16","22","10","26","14","38","4","24","34",""
"11","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"12","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"13","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"14","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"15","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"16","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"17","2","28","8","18","36","6","16","10","22","26","14","38","4","24","34",""
"18","28","2","8","18","36","6","10","16","22","26","14","38","4","24","34",""
"19","28","2","8","18","36","6","10","22","14","38","4","24","34","","",""
"20","28","2","8","18","36","6","10","22","14","38","4","24","34","","",""
"21","28","8","2","18","36","6","10","22","14","38","4","24","34","","",""
"22","28","8","2","18","36","6","10","22","14","38","4","24","34","","",""
"23","28","8","2","18","36","6","10","22","14","38","4","24","34","","",""
"24","28","8","2","18","36","6","10","22","14","38","4","24","34","","",""
"25","28","8","2","18","36","6","10","22","14","38","4","34","","","",""
"26","28","8","2","18","36","6","10","22","14","38","4","34","","","",""
"27","28","8","2","18","36","6","10","22","14","38","4","34","","","",""
"28","28","2","8","18","36","6","10","22","14","38","4","34","","","",""
"29","28","2","8","18","36","6","10","22","14","38","4","34","","","",""
"30","28","2","8","18","36","6","10","22","38","4","14","34","","","",""
"31","28","2","8","18","36","6","10","38","22","4","34","","","","",""
"32","28","8","2","36","6","10","18","38","22","4","34","","","","",""
"33","28","8","2","36","6","10","38","18","22","4","34","","","","",""
"34","28","8","2","10","36","6","38","18","22","4","34","","","","",""
"35","8","28","2","36","10","6","38","18","22","4","34","","","","",""
"36","8","28","2","10","6","36","38","18","22","4","34","","","","",""
"37","8","28","2","10","6","36","38","18","22","4","34","","","","",""
"38","8","28","2","10","6","36","38","18","22","4","34","","","","",""
"39","8","28","2","10","6","36","38","18","22","4","34","","","","",""
"40","8","28","2","10","6","36","38","18","22","34","4","","","","",""
"41","8","28","2","10","6","36","38","18","34","22","4","","","","",""
"42","28","2","10","6","36","38","18","34","4","22","","","","","",""
"43","28","2","10","6","36","38","18","34","4","22","","","","","",""
"44","28","2","10","6","36","38","18","34","4","22","","","","","",""
"45","28","2","10","6","36","38","18","34","4","22","","","","","",""
"46","28","2","10","6","36","38","18","34","22","","","","","","",""
"47","28","2","10","6","36","38","34","22","18","","","","","","",""
"48","28","2","10","6","36","38","34","22","18","","","","","","",""
"49","28","2","10","6","36","38","34","22","18","","","","","","",""
"50","28","2","10","6","36","38","34","22","18","","","","","","",""
"51","28","2","10","6","36","38","34","22","18","","","","","","",""
"52","28","2","10","6","36","38","34","22","18","","","","","","",""
"53","28","2","10","36","6","38","34","22","18","","","","","","",""
"54","28","2","10","36","6","38","34","22","18","","","","","","",""
"55","28","2","36","10","6","38","34","22","18","","","","","","",""
"56","28","2","36","10","6","38","34","22","18","","","","","","",""
"57","28","2","36","10","6","38","34","18","22","","","","","","",""
"58","28","2","10","36","6","38","34","18","","","","","","","",""
"59","28","2","10","36","6","38","34","18","","","","","","","",""
"60","28","2","10","36","6","38","34","18","","","","","","","",""
"61","28","2","10","36","6","38","34","18","","","","","","","",""
"62","2","28","10","36","6","38","34","18","","","","","","","",""
"63","2","28","10","36","6","34","18","","","","","","","","",""
"64","2","28","10","36","6","34","18","","","","","","","","",""
"65","2","28","10","36","6","34","18","","","","","","","","",""
"66","2","28","10","36","6","34","18","","","","","","","","",""
"67","2","28","10","36","6","34","18","","","","","","","","",""
"68","2","28","36","10","34","18","","","","","","","","","",""
"69","28","2","36","10","34","18","","","","","","","","","",""
"70","28","2","36","10","34","18","","","","","","","","","",""
"71","28","2","36","10","34","18","","","","","","","","","",""
"72","28","2","10","36","18","","","","","","","","","","",""
"73","28","2","10","36","18","","","","","","","","","","",""
"74","28","2","10","36","18","","","","","","","","","","",""
"75","28","2","10","36","18","","","","","","","","","","",""
"76","28","2","10","36","18","","","","","","","","","","",""
"77","28","2","10","36","18","","","","","","","","","","",""
"78","28","2","10","36","18","","","","","","","","","","",""
"79","28","2","10","36","18","","","","","","","","","","",""
"80","28","10","36","18","2","","","","","","","","","","",""
"81","28","10","36","18","2","","","","","","","","","","",""
"82","28","10","36","18","2","","","","","","","","","","",""
"83","28","10","36","18","2","","","","","","","","","","",""
"84","28","10","36","18","2","","","","","","","","","","",""
"85","28","10","36","18","","","","","","","","","","","",""
"86","28","10","36","18","","","","","","","","","","","",""
"87","28","10","36","18","","","","","","","","","","","",""
"88","28","10","36","18","","","","","","","","","","","",""
"89","28","10","36","18","","","","","","","","","","","",""
"90","28","10","36","18","","","","","","","","","","","",""
"91","28","10","36","18","","","","","","","","","","","",""
"92","28","10","36","18","","","","","","","","","","","",""
"93","28","10","36","18","","","","","","","","","","","",""
"94","28","10","36","18","","","","","","","","","","","",""
"95","28","10","36","18","","","","","","","","","","","",""
"96","28","10","36","18","","","","","","","","","","","",""
"97","28","10","36","18","","","","","","","","","","","",""
"98","28","10","36","18","","","","","","","","","","","",""
"99","28","10","36","18","","","","","","","","","","","",""
"100","28","10","36","18","","","","","","","","","","","",""
"101"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
