"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1","12","2","1","11","10","3","4","14","22","8","18","9","23","25","15","17","16","5","7","6"
"2","4","12","1","11","2","10","3","14","9","6","7","22","8","23","18","15","16","25","5","17"
"3","12","4","11","1","2","10","3","14","6","9","22","8","23","18","7","15","16","25","17","5"
"4","12","4","11","1","10","2","3","14","6","9","22","8","7","23","18","15","25","16","17","5"
"5","12","2","4","11","10","1","3","14","6","9","22","7","8","23","18","15","16","25","17","5"
"6","12","2","4","1","11","10","3","14","6","9","22","7","8","18","23","15","25","16","5","17"
"7","12","2","4","1","11","10","3","14","6","9","22","7","8","18","23","15","16","25","17","5"
"8","12","2","11","1","4","10","3","14","6","9","22","7","18","8","23","15","16","25","17","5"
"9","12","2","11","1","10","4","3","14","6","7","9","22","18","8","23","15","16","25","5","17"
"10","12","2","11","1","4","10","3","14","6","7","9","22","18","8","23","15","16","5","17","25"
"11","2","12","11","1","4","10","3","6","14","7","9","22","18","8","23","15","16","25","5","17"
"12","2","12","11","1","4","10","3","6","14","7","9","22","18","8","23","15","16","25","5","17"
"13","2","12","11","1","4","10","3","6","14","7","9","22","18","8","23","15","16","25","5","17"
"14","2","12","11","1","4","10","3","6","14","7","9","22","18","8","23","15","16","25","5","17"
"15","2","12","11","1","4","10","3","6","14","7","9","22","18","8","23","15","16","25","5","17"
"16","2","12","11","1","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"17","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"18","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"19","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"20","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"21","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"22","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"23","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"24","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","16","25","5","17"
"25","2","12","11","1","4","3","10","6","14","7","9","22","18","8","23","15","25","5","17",""
"26","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","25","5","17",""
"27","2","12","1","11","4","10","3","6","14","7","9","22","18","8","23","15","25","5","17",""
"28","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","25","17","5",""
"29","2","12","1","11","4","3","10","6","14","7","9","22","18","8","23","15","25","17","5",""
"30","2","12","1","11","10","3","6","4","14","7","9","22","18","8","15","23","25","17","5",""
"31","2","12","1","11","10","3","4","6","14","7","9","22","18","8","15","23","25","17","5",""
"32","2","12","1","11","10","3","4","6","14","7","9","22","18","8","15","23","25","5","17",""
"33","2","12","1","11","10","3","4","6","14","7","22","9","18","8","15","23","25","5","17",""
"34","2","12","1","11","10","3","4","6","14","7","22","9","18","8","15","23","25","5","17",""
"35","2","12","1","11","10","3","4","6","14","7","22","9","18","8","15","23","25","5","17",""
"36","2","12","1","11","10","3","4","6","14","7","22","9","8","18","15","23","25","5","17",""
"37","2","12","1","11","10","3","4","6","14","7","22","9","8","18","15","23","25","5","17",""
"38","2","12","1","11","10","3","4","6","14","7","22","9","8","15","18","25","23","5","17",""
"39","2","12","1","11","10","3","4","6","7","22","9","14","8","15","18","25","23","5","17",""
"40","12","2","1","11","10","3","4","6","7","22","9","14","8","15","18","25","23","5","17",""
"41","12","2","1","11","10","3","4","6","7","22","9","14","8","15","18","25","23","5","17",""
"42","12","2","1","11","10","4","6","7","22","9","3","14","8","15","18","25","23","5","17",""
"43","12","2","1","11","10","4","6","7","9","22","3","14","8","15","18","25","5","17","",""
"44","12","2","1","11","10","4","6","22","9","7","3","14","8","15","18","25","5","17","",""
"45","12","2","1","11","10","4","6","22","7","3","9","14","8","15","18","25","5","17","",""
"46","12","2","1","11","10","4","6","22","7","3","9","14","8","18","15","25","5","17","",""
"47","12","2","11","1","10","4","6","22","3","7","9","14","8","18","25","5","17","","",""
"48","12","2","11","1","10","4","6","22","7","3","9","14","8","18","25","5","","","",""
"49","2","12","11","1","10","4","6","3","7","22","9","14","8","18","25","5","","","",""
"50","12","2","11","1","10","4","6","3","7","22","9","14","8","18","25","5","","","",""
"51","12","2","11","1","10","4","6","3","7","22","9","14","8","18","25","5","","","",""
"52","12","2","11","1","10","4","6","3","7","22","9","14","8","18","25","5","","","",""
"53","12","2","11","1","10","4","6","3","7","22","9","14","8","18","25","5","","","",""
"54","12","2","11","1","4","10","6","3","7","22","9","14","8","18","25","5","","","",""
"55","12","2","11","1","4","10","6","7","3","22","9","14","8","18","25","5","","","",""
"56","12","2","1","11","4","10","6","7","3","9","22","14","8","18","25","5","","","",""
"57","12","2","1","11","4","10","6","7","3","9","22","14","8","18","25","5","","","",""
"58","12","2","1","4","10","6","7","3","9","14","22","8","18","25","5","","","","",""
"59","12","2","1","10","4","6","7","3","9","14","22","8","18","25","5","","","","",""
"60","12","2","1","10","4","6","7","3","9","14","22","8","18","25","5","","","","",""
"61","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"62","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"63","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"64","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"65","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"66","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
"67","12","2","1","10","4","6","3","7","9","14","22","8","18","25","5","","","","",""
