"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1","30","46","24","50","48","32","18","38","16","20","26","6","22","40","52","44"
"2","46","30","24","48","18","32","22","50","16","26","38","40","20","6","52","44"
"3","46","30","24","48","18","32","22","50","16","26","38","40","20","","",""
"4","46","30","24","48","18","32","22","50","16","26","38","40","20","","",""
"5","46","30","24","48","32","18","22","50","16","26","38","40","20","","",""
"6","46","30","24","48","32","18","22","50","16","26","38","40","20","","",""
"7","46","30","24","48","32","18","16","22","50","38","26","40","20","","",""
"8","46","30","24","48","32","18","22","50","16","38","40","20","","","",""
"9","46","30","24","48","32","18","22","50","16","38","40","20","","","",""
"10","46","30","24","48","32","18","50","16","38","40","20","22","","","",""
"11","46","30","24","48","32","18","50","16","38","40","20","22","","","",""
"12","46","30","24","48","32","50","18","16","38","40","20","22","","","",""
"13","46","30","24","48","32","50","18","16","38","40","20","22","","","",""
"14","46","30","24","48","32","50","18","16","38","40","20","22","","","",""
"15","46","30","24","48","32","50","18","16","38","40","20","22","","","",""
"16","46","30","24","48","32","50","18","16","38","40","20","22","","","",""
"17","46","30","24","48","32","50","16","18","38","40","20","22","","","",""
"18","46","30","24","48","32","50","16","18","38","40","20","22","","","",""
"19","46","30","24","48","50","16","18","32","38","40","20","22","","","",""
"20","46","30","24","48","50","16","18","38","40","20","32","22","","","",""
"21","46","30","24","48","50","16","18","38","40","20","32","22","","","",""
"22","46","30","24","48","16","50","18","38","40","20","32","22","","","",""
"23","30","46","24","48","16","50","18","38","20","32","22","","","","",""
"24","30","24","46","48","16","50","18","38","20","32","22","","","","",""
"25","30","24","46","48","16","50","18","38","20","32","22","","","","",""
"26","30","24","48","16","50","18","38","20","32","22","","","","","",""
"27","30","24","48","50","16","18","38","20","32","22","","","","","",""
"28","30","24","48","50","16","18","38","20","32","22","","","","","",""
"29","30","24","48","16","50","18","38","20","32","22","","","","","",""
"30","30","24","48","16","50","18","38","20","32","22","","","","","",""
"31","30","24","48","16","50","18","38","20","32","22","","","","","",""
"32","30","24","48","16","50","18","38","20","32","22","","","","","",""
"33","30","24","48","16","50","18","38","20","32","22","","","","","",""
"34","30","24","48","16","50","18","38","20","32","22","","","","","",""
"35","30","24","48","16","50","18","38","20","32","22","","","","","",""
"36","30","24","48","16","50","18","38","20","32","22","","","","","",""
"37","30","24","48","16","50","18","38","20","32","22","","","","","",""
"38","30","24","48","16","50","18","38","20","32","22","","","","","",""
"39","30","24","16","50","48","18","38","20","32","22","","","","","",""
"40","30","24","16","50","48","18","38","20","32","22","","","","","",""
"41","30","24","16","50","48","18","38","20","32","22","","","","","",""
"42","30","24","16","50","48","18","38","20","32","22","","","","","",""
"43","30","24","16","50","48","18","38","20","32","22","","","","","",""
"44","30","24","16","50","48","38","18","20","32","22","","","","","",""
"45","30","24","16","50","48","38","18","20","32","22","","","","","",""
"46","30","24","16","50","48","38","20","32","22","","","","","","",""
"47","30","24","50","16","48","38","20","32","22","","","","","","",""
"48","30","24","50","16","48","38","20","32","22","","","","","","",""
"49","30","24","50","16","48","38","20","32","22","","","","","","",""
"50","30","24","50","48","38","20","32","22","","","","","","","",""
"51","30","24","50","48","38","20","32","22","","","","","","","",""
"52","30","24","50","48","38","20","32","22","","","","","","","",""
"53","30","24","50","48","38","20","32","22","","","","","","","",""
"54","30","24","50","48","38","20","32","22","","","","","","","",""
"55","30","24","50","48","38","20","32","22","","","","","","","",""
"56","30","24","50","48","38","20","32","22","","","","","","","",""
"57","30","24","50","48","38","20","32","22","","","","","","","",""
"58","30","24","50","38","48","20","32","22","","","","","","","",""
"59","30","24","50","38","48","20","32","22","","","","","","","",""
"60","30","24","50","38","48","20","32","22","","","","","","","",""
"61","30","24","50","38","48","20","32","22","","","","","","","",""
"62","30","24","50","38","48","20","32","22","","","","","","","",""
"63","30","24","50","38","48","20","32","22","","","","","","","",""
"64","30","24","50","38","48","20","32","22","","","","","","","",""
"65","30","24","50","38","20","48","32","22","","","","","","","",""
"66","30","24","50","38","48","32","22","","","","","","","","",""
"67","30","24","50","38","48","32","22","","","","","","","","",""
"68","30","24","50","38","32","22","48","","","","","","","","",""
"69","30","24","50","38","32","48","22","","","","","","","","",""
"70","30","24","50","38","32","48","22","","","","","","","","",""
"71","30","24","50","38","32","48","22","","","","","","","","",""
"72","30","24","50","38","32","48","22","","","","","","","","",""
"73","30","24","50","38","32","48","22","","","","","","","","",""
"74","30","24","50","38","32","48","22","","","","","","","","",""
"75","30","24","50","38","32","48","22","","","","","","","","",""
"76","30","24","50","38","32","48","22","","","","","","","","",""
"77","30","24","50","38","32","48","22","","","","","","","","",""
"78","30","24","50","38","32","48","22","","","","","","","","",""
"79","30","24","50","38","32","48","22","","","","","","","","",""
"80","30","24","50","38","32","48","22","","","","","","","","",""
"81","30","24","50","38","32","48","22","","","","","","","","",""
"82","30","24","50","38","32","48","22","","","","","","","","",""
"83","24","50","38","32","48","22","","","","","","","","","",""
"84","24","50","38","32","48","22","","","","","","","","","",""
"85","24","50","32","48","22","","","","","","","","","","",""
"86","24","50","32","48","22","","","","","","","","","","",""
"87","24","50","32","48","22","","","","","","","","","","",""
"88","24","50","32","48","22","","","","","","","","","","",""
"89","24","50","32","48","22","","","","","","","","","","",""
"90","24","50","32","48","22","","","","","","","","","","",""
"91","24","50","32","48","22","","","","","","","","","","",""
"92","24","50","32","48","22","","","","","","","","","","",""
"93","24","50","32","48","22","","","","","","","","","","",""
"94","24","50","32","48","22","","","","","","","","","","",""
"95","24","50","32","48","22","","","","","","","","","","",""
"96","24","50","32","48","22","","","","","","","","","","",""
"97","24","50","32","48","22","","","","","","","","","","",""
"98","24","50","32","48","","","","","","","","","","","",""
"99","24","50","32","","","","","","","","","","","","",""
"100","24","50","","","","","","","","","","","","","",""
"101"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
