"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1","10","12","14","22","26","24","4","2","16","38","44","36","6","32","30","8","40","28","34","42"
"2","14","12","10","24","2","4","16","44","22","6","36","40","32","30","8","28","34","42","38",""
"3","12","10","14","24","4","16","2","44","22","6","36","40","32","30","8","28","34","38","42",""
"4","12","10","14","24","16","4","44","2","22","6","36","40","32","30","28","8","38","34","42",""
"5","10","12","14","24","16","4","44","2","22","6","36","40","32","28","30","38","34","8","42",""
"6","10","12","14","24","16","44","4","2","22","6","40","36","32","28","30","38","34","8","42",""
"7","10","12","14","24","16","44","4","2","6","40","36","32","28","30","38","34","8","42","",""
"8","10","12","14","24","16","44","4","2","6","40","36","32","28","30","38","34","8","42","",""
"9","10","12","14","24","16","44","4","2","6","40","36","32","28","30","38","34","8","42","",""
"10","10","12","14","24","16","44","4","2","6","40","36","32","28","30","38","34","8","42","",""
"11","10","12","14","24","16","44","4","2","6","40","36","32","28","30","38","34","8","42","",""
"12","10","12","14","24","16","44","4","2","6","40","36","32","28","38","30","34","8","42","",""
"13","10","12","14","16","44","4","2","24","6","36","40","32","28","38","30","34","8","42","",""
"14","10","12","14","16","44","4","24","6","36","40","32","38","28","30","34","8","42","","",""
"15","10","12","14","16","44","4","24","36","40","6","32","38","28","30","34","8","42","","",""
"16","10","12","14","16","44","4","24","36","40","6","32","38","28","30","34","8","42","","",""
"17","10","12","14","16","44","24","4","6","36","40","32","38","28","30","34","8","42","","",""
"18","10","12","14","16","44","24","4","6","40","36","32","38","28","30","34","8","42","","",""
"19","10","12","14","16","24","44","4","6","40","36","32","38","30","34","8","28","42","","",""
"20","10","12","14","16","24","44","4","6","40","36","32","38","30","34","8","42","","","",""
"21","10","12","14","16","24","44","4","6","40","36","32","38","30","34","8","42","","","",""
"22","10","12","14","24","44","4","6","40","36","32","38","30","34","8","42","","","","",""
"23","10","12","14","24","44","4","6","40","36","32","38","30","34","8","42","","","","",""
"24","10","12","14","24","44","4","6","40","36","32","38","30","34","8","42","","","","",""
"25","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"26","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"27","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"28","10","12","14","24","44","4","6","36","40","32","30","34","8","42","","","","","",""
"29","10","12","14","24","44","4","6","36","40","32","30","34","8","42","","","","","",""
"30","10","12","14","24","44","4","6","36","40","32","30","34","8","42","","","","","",""
"31","10","12","14","24","44","4","6","36","40","32","30","34","8","42","","","","","",""
"32","10","24","12","14","44","4","6","36","40","32","30","34","8","42","","","","","",""
"33","10","24","12","14","44","4","6","36","40","32","30","34","8","42","","","","","",""
"34","10","24","12","14","44","4","6","40","36","32","30","34","8","42","","","","","",""
"35","10","24","12","14","44","4","6","40","36","32","30","34","8","42","","","","","",""
"36","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"37","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"38","10","12","14","24","44","4","6","40","36","32","30","34","8","42","","","","","",""
"39","10","12","14","44","4","24","6","40","36","32","30","34","8","42","","","","","",""
"40","12","14","4","10","6","24","36","40","32","30","34","8","42","","","","","","",""
"41","12","14","4","10","6","36","40","24","32","30","34","8","42","","","","","","",""
"42","12","14","4","10","6","36","40","24","32","30","34","42","","","","","","","",""
"43","12","14","4","10","6","36","40","24","32","30","34","","","","","","","","",""
"44","12","14","4","10","6","36","40","24","32","30","34","","","","","","","","",""
"45","12","14","4","10","6","36","40","24","32","30","34","","","","","","","","",""
"46","12","14","4","10","6","36","40","24","32","30","34","","","","","","","","",""
"47","12","14","4","10","6","36","40","24","32","30","34","","","","","","","","",""
"48","14","12","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"49","14","12","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"50","12","14","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"51","14","12","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"52","14","12","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"53","14","12","4","10","6","36","40","32","24","30","34","","","","","","","","",""
"54","14","12","4","10","6","36","40","32","30","24","34","","","","","","","","",""
"55","14","12","4","10","6","36","40","32","30","24","34","","","","","","","","",""
"56","14","12","4","10","6","36","40","32","30","24","34","","","","","","","","",""
"57","14","12","4","10","6","36","40","32","30","24","","","","","","","","","",""
"58","14","12","4","10","6","36","40","32","","","","","","","","","","","",""
"59","14","12","4","10","6","36","","","","","","","","","","","","","",""
"60","14","12","4","10","6","","","","","","","","","","","","","","",""
"61","14","12","4","10","","","","","","","","","","","","","","","",""
"62"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
