"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1","8","10","12","4","2","44","6","22","14","24","18","26","20","42","38","34","28","40","32",""
"2","8","10","2","4","12","6","22","44","18","24","26","42","20","16","14","34","38","28","32","40"
"3","8","10","2","4","12","6","44","22","42","24","20","18","26","16","14","34","38","28","32","40"
"4","8","10","2","12","44","6","22","42","20","24","26","14","18","16","34","28","38","32","4",""
"5","8","10","12","2","44","22","42","20","24","26","14","16","18","34","28","38","32","4","6",""
"6","8","10","12","2","44","22","42","20","24","26","14","16","34","28","18","38","32","4","6",""
"7","8","10","12","2","44","22","42","20","24","26","14","16","34","28","18","38","32","4","6",""
"8","8","10","12","2","44","22","42","20","24","26","14","16","34","28","38","32","18","4","6",""
"9","8","10","12","2","44","22","20","42","24","26","14","16","34","28","32","38","4","6","",""
"10","8","10","12","2","44","22","20","42","24","26","14","16","34","28","32","38","4","6","",""
"11","8","10","12","2","44","22","20","42","24","26","16","14","34","28","32","38","4","6","",""
"12","8","10","12","2","44","22","20","42","24","26","16","14","34","28","32","38","4","6","",""
"13","8","10","12","2","44","22","20","42","24","26","16","14","28","34","32","38","4","6","",""
"14","8","10","12","2","44","22","20","42","24","26","16","14","28","34","32","38","4","6","",""
"15","8","10","12","2","44","22","20","42","24","26","16","14","28","34","32","38","4","6","",""
"16","8","10","12","2","44","22","20","42","24","16","26","14","28","34","38","32","4","6","",""
"17","8","10","12","2","44","22","20","42","24","16","26","14","28","34","38","4","6","","",""
"18","8","10","12","2","44","22","20","42","24","16","26","28","14","34","38","4","6","","",""
"19","8","10","12","2","44","22","20","42","24","16","28","26","34","38","4","6","","","",""
"20","8","10","12","2","44","22","20","42","24","16","28","34","38","26","4","6","","","",""
"21","8","10","12","2","44","22","20","42","24","16","28","34","38","26","4","6","","","",""
"22","8","10","12","2","44","22","20","42","24","16","28","34","38","26","4","6","","","",""
"23","8","10","12","2","44","22","20","42","24","16","28","34","26","38","4","6","","","",""
"24","8","10","12","2","44","22","20","42","24","16","28","34","26","38","4","6","","","",""
"25","8","10","12","2","44","22","20","42","24","16","28","34","26","38","4","6","","","",""
"26","8","10","12","2","44","22","42","24","28","16","34","20","26","38","4","6","","","",""
"27","8","10","12","2","44","22","42","24","28","16","34","20","38","26","4","6","","","",""
"28","8","10","12","2","44","22","42","24","28","34","20","38","16","4","6","","","","",""
"29","8","10","12","2","44","22","42","24","28","34","20","38","4","16","6","","","","",""
"30","8","10","12","2","44","22","42","28","24","34","20","38","4","16","6","","","","",""
