"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"31","8","10","12","2","44","22","42","28","24","34","20","38","4","16","6","","","","",""
"32","8","10","12","2","44","22","42","28","24","34","20","4","38","16","6","","","","",""
"33","8","10","12","2","44","22","42","28","24","34","20","4","38","16","6","","","","",""
"34","8","10","12","2","44","22","42","24","28","34","20","4","38","16","6","","","","",""
"35","8","10","12","2","44","22","42","24","28","34","20","4","38","16","6","","","","",""
"36","8","10","12","2","44","22","42","24","28","34","20","4","38","6","","","","","",""
"37","8","10","12","2","44","22","42","24","28","34","20","4","38","6","","","","","",""
"38","8","10","12","2","44","22","42","28","34","20","4","24","38","6","","","","","",""
"39","8","10","12","2","44","22","42","28","20","4","24","34","38","6","","","","","",""
"40","8","10","12","2","22","44","42","28","20","4","24","34","38","6","","","","","",""
"41","8","10","12","2","22","44","42","28","20","4","24","34","38","6","","","","","",""
"42","8","10","12","2","44","42","22","28","20","4","24","34","38","6","","","","","",""
"43","8","10","12","2","44","42","22","28","20","4","24","34","38","6","","","","","",""
"44","8","10","12","2","44","42","22","28","20","4","24","34","38","6","","","","","",""
"45","8","10","12","2","42","44","22","28","4","20","24","34","38","6","","","","","",""
"46","8","10","12","2","42","44","22","28","4","20","24","34","38","6","","","","","",""
"47","8","10","12","2","42","44","22","28","4","20","24","34","6","38","","","","","",""
"48","8","10","12","2","44","42","22","28","4","20","24","34","6","38","","","","","",""
"49","8","10","12","2","44","42","22","28","4","20","24","6","34","38","","","","","",""
"50","8","10","12","2","44","22","42","28","4","20","24","6","34","38","","","","","",""
"51","8","10","12","2","44","22","28","4","20","42","24","6","34","38","","","","","",""
"52","8","10","12","2","44","22","28","4","20","42","24","6","34","38","","","","","",""
"53","8","10","12","2","44","22","28","4","20","24","6","34","38","","","","","","",""
"54","8","10","12","2","44","22","28","4","20","24","6","34","38","","","","","","",""
"55","8","10","12","2","44","22","28","4","20","24","6","34","38","","","","","","",""
"56","8","10","12","2","44","22","28","4","20","24","6","34","38","","","","","","",""
"57","8","10","12","2","44","22","28","4","20","24","6","34","38","","","","","","",""
"58","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"59","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"60","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"61","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"62","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"63","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"64","8","10","12","2","44","22","28","4","20","24","34","38","","","","","","","",""
"65","8","10","12","2","44","22","28","4","20","24","34","","","","","","","","",""
"66","8","10","12","2","44","22","28","4","20","24","34","","","","","","","","",""
"67","8","10","12","2","44","22","4","28","20","24","34","","","","","","","","",""
"68","8","10","12","2","44","22","4","28","20","24","","","","","","","","","",""
"69","8","10","12","2","44","22","4","28","20","24","","","","","","","","","",""
"70","8","10","12","2","44","22","4","28","20","","","","","","","","","","",""
"71","8","10","12","2","44","22","4","28","20","","","","","","","","","","",""
"72","8","10","12","2","44","","","","","","","","","","","","","","",""
"73","8","10","12","2","44","","","","","","","","","","","","","","",""
"74","8","10","12","2","","","","","","","","","","","","","","","",""
"75","8","10","12","2","","","","","","","","","","","","","","","",""
"76","8","10","12","","","","","","","","","","","","","","","","",""
"77"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
