"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"20","20","33","Jim Rathmann","USA","South California Muffler Co","","4:19.540","+ 2.480","+ 0.910","","","","indianapolis-500",1955
"21","21","12","Don Freeland","USA","Bob Estes","","4:17.390","+ 0.330","+ 0.220","","","","indianapolis-500",1955
"22","22","42","Al Keller","USA","Samuel W Traylor III","","4:17.970","+ 0.910","+ 0.580","","","","indianapolis-500",1955
"23","23","49","Ray Crawford","USA","Ray Crawford","","4:18.610","+ 1.550","+ 0.640","","","","indianapolis-500",1955
"24","24","99","Art Cross","USA","Murrell Belanger","","4:19.460","+ 2.400","+ 0.850","","","","indianapolis-500",1955
"25","25","41","Chuck Weyant","USA","Federal Auto Associates","","4:20.750","+ 3.690","+ 1.290","","","","indianapolis-500",1955
"26","26","39","Johnny Boyd","USA","Chapman S Root","","4:22.810","+ 5.750","+ 2.060","","","","indianapolis-500",1955
"27","27","16","Johnnie Parsons","USA","Carl L Anderson","","4:23.140","+ 6.080","+ 0.330","","","","indianapolis-500",1955
"28","28","31","Keith Andrews","USA","John L McDaniel","","4:24.610","+ 7.550","+ 1.470","","","","indianapolis-500",1955
"29","29","68","Ed Elisian","USA","M Pete Wales","","4:26.010","+ 8.950","+ 1.400","","","","indianapolis-500",1955
"30","30","27","Rodger Ward","USA","E R Casale","","4:26.570","+ 9.510","+ 0.560","","","","indianapolis-500",1955
"31","31","81","Shorty Templeman","USA","Pete Salemi","","4:26.640","+ 9.580","+ 0.070","","","","indianapolis-500",1955
"32","32","83","Eddie Johnson","USA","Kalamazoo Sports Inc","","4:27.760","+ 10.700","+ 1.120","","","","indianapolis-500",1955
"33","33","44","Johnny Thomson","USA","Peter Schmidt","","4:28.430","+ 11.370","+ 0.670","","","","indianapolis-500",1955
"34","1","12","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","1:43.100","","","136.611","","","argentine-grand-prix",1955
"35","2","32","Alberto Ascari","Italy","Scuderia Lancia","","1:43.600","+ 0.500","+ 0.500","135.952","","","argentine-grand-prix",1955
"36","3","2","Juan Manuel Fangio","Argentina","Daimler Benz AG","","1:43.600","+ 0.500","","135.952","","","argentine-grand-prix",1955
"37","4","16","Jean Behra","France","Officine Alfieri Maserati","","1:43.800","+ 0.700","+ 0.200","135.690","","","argentine-grand-prix",1955
"38","5","10","Nino Farina","Italy","Scuderia Ferrari","","1:43.800","+ 0.700","","135.690","","","argentine-grand-prix",1955
"39","6","4","Karl Kling","Germany","Daimler Benz AG","","1:44.100","+ 1.000","+ 0.300","135.299","","","argentine-grand-prix",1955
"40","7","28","Harry Schell","USA","Officine Alfieri Maserati","","1:44.300","+ 1.200","+ 0.200","135.039","","","argentine-grand-prix",1955
"41","8","6","Stirling Moss","Great Britain","Daimler Benz AG","","1:44.400","+ 1.300","+ 0.100","134.910","","","argentine-grand-prix",1955
"42","9","40","Pablo Birger","Argentina","Equipe Gordini","","1:44.800","+ 1.700","+ 0.400","134.395","","","argentine-grand-prix",1955
"43","10","8","Hans Herrmann","Germany","Daimler Benz AG","","1:44.800","+ 1.700","","134.395","","","argentine-grand-prix",1955
"44","11","34","Luigi Villoresi","Italy","Scuderia Lancia","","1:45.200","+ 2.100","+ 0.400","133.884","","","argentine-grand-prix",1955
"45","12","36","Eugenio Castellotti","Italy","Scuderia Lancia","","1:45.300","+ 2.200","+ 0.100","133.757","","","argentine-grand-prix",1955
"46","13","24","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","","1:45.400","+ 2.300","+ 0.100","133.630","","","argentine-grand-prix",1955
"47","14","14","Maurice Trintignant","France","Scuderia Ferrari","","1:45.800","+ 2.700","+ 0.400","133.125","","","argentine-grand-prix",1955
"48","15","38","Elie Bayol","France","Equipe Gordini","","1:46.100","+ 3.000","+ 0.300","132.748","","","argentine-grand-prix",1955
"49","16","18","Roberto Mieres","Argentina","Officine Alfieri Maserati","","1:46.300","+ 3.200","+ 0.200","132.498","","","argentine-grand-prix",1955
"50","17","42","Jesús Ricardo Iglesias","Argentina","Equipe Gordini","","1:46.400","+ 3.300","+ 0.100","132.374","","","argentine-grand-prix",1955
"51","18","22","Luigi Musso","Italy","Officine Alfieri Maserati","","1:46.500","+ 3.400","+ 0.100","132.250","","","argentine-grand-prix",1955
"52","19","20","Sergio Mantovani","Italy","Officine Alfieri Maserati","","1:47.600","+ 4.500","+ 1.100","130.898","","","argentine-grand-prix",1955
"53","20","26","Clemar Bucci","Argentina","Officine Alfieri Maserati","","1:48.800","+ 5.700","+ 1.200","129.454","","","argentine-grand-prix",1955
"54","21","30","Alberto Uria","Uruguay","A Uria","","1:51.200","+ 8.100","+ 2.400","126.660","","","argentine-grand-prix",1955
"55","","10","Umberto Maglioli","Italy","Scuderia Ferrari","","2:01.500","+ 18.400","+ 10.300","115.922","","","argentine-grand-prix",1955
"56","1","2","Juan Manuel Fangio","Argentina","Daimler Benz AG","","1:41.100","","","111.988","","","monaco-grand-prix",1955
"57","2","26","Alberto Ascari","Italy","Scuderia Lancia","","1:41.100","","","111.988","","","monaco-grand-prix",1955
"58","3","6","Stirling Moss","Great Britain","Daimler Benz AG","","1:41.200","+ 0.100","+ 0.100","111.877","","","monaco-grand-prix",1955
"59","4","30","Eugenio Castellotti","Italy","Scuderia Lancia","","1:42.000","+ 0.900","+ 0.800","111.000","","","monaco-grand-prix",1955
"60","5","34","Jean Behra","France","Officine Alfieri Maserati","","1:42.600","+ 1.500","+ 0.600","110.350","","","monaco-grand-prix",1955
"61","6","36","Roberto Mieres","Argentina","Officine Alfieri Maserati","","1:43.700","+ 2.600","+ 1.100","109.180","","","monaco-grand-prix",1955
"62","7","28","Luigi Villoresi","Italy","Scuderia Lancia","","1:43.700","+ 2.600","","109.180","","","monaco-grand-prix",1955
"63","8","38","Luigi Musso","Italy","Officine Alfieri Maserati","","1:44.300","+ 3.200","+ 0.600","108.552","","","monaco-grand-prix",1955
"64","9","44","Maurice Trintignant","France","Scuderia Ferrari","","1:44.400","+ 3.300","+ 0.100","108.448","","","monaco-grand-prix",1955
"65","10","4","Andre Simon","France","Daimler Benz AG","","1:45.500","+ 4.400","+ 1.100","107.317","","","monaco-grand-prix",1955
"66","11","40","Cesare Perdisa","Italy","Officine Alfieri Maserati","","1:45.600","+ 4.500","+ 0.100","107.215","","","monaco-grand-prix",1955
"67","12","18","Mike Hawthorn","Great Britain","Vandervell Products","","1:45.600","+ 4.500","","107.215","","","monaco-grand-prix",1955
"68","13","8","Robert Manzon","France","Equipe Gordini","","1:46.000","+ 4.900","+ 0.400","106.811","","","monaco-grand-prix",1955
"69","14","42","Nino Farina","Italy","Scuderia Ferrari","","1:46.000","+ 4.900","","106.811","","","monaco-grand-prix",1955
"70","15","48","Piero Taruffi","Italy","Scuderia Ferrari","","1:46.000","+ 4.900","","106.811","","","monaco-grand-prix",1955
"71","16","12","Elie Bayol","France","Equipe Gordini","","1:46.500","+ 5.400","+ 0.500","106.309","","","monaco-grand-prix",1955
"72","17","14","Louis Rosier","France","Ecurie Rosier","","1:46.700","+ 5.600","+ 0.200","106.110","","","monaco-grand-prix",1955
"73","18","46","Harry Schell","USA","Scuderia Ferrari","","1:46.800","+ 5.700","+ 0.100","106.011","","","monaco-grand-prix",1955
"74","19","32","Louis Chiron","Monaco","Scuderia Lancia","","1:47.300","+ 6.200","+ 0.500","105.517","","","monaco-grand-prix",1955
"75","20","10","Jacques Pollet","France","Equipe Gordini","","1:49.400","+ 8.300","+ 2.100","103.491","","","monaco-grand-prix",1955
"76","21","22","Lance Macklin","Great Britain","Stirling Moss Ltd","","1:49.400","+ 8.300","","103.491","","","monaco-grand-prix",1955
"77","22","24","Ted Whiteaway","Great Britain","E N Whiteaway","","1:57.200","+ 16.100","+ 7.800","96.604","","","monaco-grand-prix",1955
"78","1","12","Stirling Moss","Great Britain","Daimler Benz AG","","2:00.400","","","","","","british-grand-prix",1955
"79","2","10","Juan Manuel Fangio","Argentina","Daimler Benz AG","","2:00.600","+ 0.200","+ 0.200","","","","british-grand-prix",1955
"80","3","2","Jean Behra","France","Officine Alfieri Maserati","","2:01.400","+ 1.000","+ 0.800","","","","british-grand-prix",1955
"81","4","14","Karl Kling","Germany","Daimler Benz AG","","2:02.000","+ 1.600","+ 0.600","","","","british-grand-prix",1955
"82","5","50","Piero Taruffi","Italy","Daimler Benz AG","","2:03.000","+ 2.600","+ 1.000","","","","british-grand-prix",1955
"83","6","6","Roberto Mieres","Argentina","Officine Alfieri Maserati","","2:03.200","+ 2.800","+ 0.200","","","","british-grand-prix",1955
"84","7","30","Harry Schell","USA","Vandervell Products Ltd","","2:03.800","+ 3.400","+ 0.600","","","","british-grand-prix",1955
"85","8","8","Andre Simon","France","Officine Alfieri Maserati","","2:04.000","+ 3.600","+ 0.200","","","","british-grand-prix",1955
"86","9","4","Luigi Musso","Italy","Officine Alfieri Maserati","","2:04.200","+ 3.800","+ 0.200","","","","british-grand-prix",1955
"87","10","20","Eugenio Castellotti","Italy","Scuderia Ferrari","","2:05.000","+ 4.600","+ 0.800","","","","british-grand-prix",1955
"88","11","22","Robert Manzon","France","Equipe Gordini","","2:05.000","+ 4.600","","","","","british-grand-prix",1955
"89","12","16","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:05.400","+ 5.000","+ 0.400","","","","british-grand-prix",1955
"90","13","18","Maurice Trintignant","France","Scuderia Ferrari","","2:05.400","+ 5.000","+ 0.400","","","","british-grand-prix",1955
"91","14","36","Tony Rolt","Great Britain","R R C Walker Racing Team","","2:06.600","+ 6.200","+ 1.200","","","","british-grand-prix",1955
"92","15","28","Ken Wharton","Great Britain","Vandervell Products Ltd","","2:08.400","+ 8.000","+ 1.800","","","","british-grand-prix",1955
"93","16","46","Lance Macklin","Great Britain","Stirling Moss Ltd","","2:08.400","+ 8.000","+ 1.800","","","","british-grand-prix",1955
"94","17","32","Kenneth McAlpine","Great Britain","Connaught Engineering","","2:09.600","+ 9.200","+ 1.200","","","","british-grand-prix",1955
"95","18","24","Nano da Silva Ramos","Brazil","Equipe Gordini","","2:10.600","+ 10.200","+ 1.000","","","","british-grand-prix",1955
"96","19","38","Leslie Marr","Great Britain","L Marr","","2:11.600","+ 11.200","+ 1.000","","","","british-grand-prix",1955
"97","20","44","Roy Salvadori","Great Britain","Gilby Engineering","","2:11.600","+ 11.200","","","","","british-grand-prix",1955
"98","21","34","Jack Fairman","Great Britain","Connaught Engineering","","2:11.600","+ 11.200","+ 1.000","","","","british-grand-prix",1955
"99","22","48","Horace Gould","Great Britain","H H Gould","","2:11.800","+ 11.400","+ 0.200","","","","british-grand-prix",1955
"100","23","26","Mike Sparken","France","Equipe Gordini","","2:12.600","+ 12.200","+ 0.800","","","","british-grand-prix",1955
"101","24","42","Peter Collins","Great Britain","Owen Racing Organisation","","2:13.400","+ 13.000","+ 0.800","","","","british-grand-prix",1955
"102","25","40","Jack Brabham","Australia","Cooper Car Co","","2:27.400","+ 27.000","+ 14.000","","","","british-grand-prix",1955
"103","1","18","Juan Manuel Fangio","Argentina","Daimler Benz AG","","2:46.500","","","","","","italian-grand-prix",1955
"104","2","16","Stirling Moss","Great Britain","Daimler Benz AG","","2:46.800","+ 0.300","+ 0.300","","","","italian-grand-prix",1955
"105","3","20","Karl Kling","Germany","Daimler Benz AG","","2:48.300","+ 1.800","+ 1.500","","","","italian-grand-prix",1955
"106","4","4","Eugenio Castellotti","Italy","Scuderia Ferrari","","2:49.600","+ 3.100","+ 1.300","","","","italian-grand-prix",1955
"107","5","2","Nino Farina","Italy","Scuderia Ferrari","","2:49.900","+ 3.400","+ 0.300","","","","italian-grand-prix",1955
"108","6","36","Jean Behra","France","Officine Alfieri Maserati","","2:50.100","+ 3.600","+ 0.200","","","","italian-grand-prix",1955
"109","7","28","Roberto Mieres","Argentina","Officine Alfieri Maserati","","2:51.100","+ 4.600","+ 1.000","","","","italian-grand-prix",1955
"110","8","10","Luigi Villoresi","Italy","Scuderia Ferrari","","2:51.600","+ 5.100","+ 0.500","","","","italian-grand-prix",1955
"111","9","14","Piero Taruffi","Italy","Daimler Benz AG","","2:51.800","+ 5.300","+ 0.200","","","","italian-grand-prix",1955
"112","10","30","Luigi Musso","Italy","Officine Alfieri Maserati","","2:52.100","+ 5.600","+ 0.300","","","","italian-grand-prix",1955
"113","11","32","Peter Collins","Great Britain","Officine Alfieri Maserati","","2:55.300","+ 8.800","+ 3.200","","","","italian-grand-prix",1955
"114","12","12","Umberto Maglioli","Italy","Scuderia Ferrari","","2:55.400","+ 8.900","+ 0.100","","","","italian-grand-prix",1955
"115","13","42","Harry Schell","USA","Vandervell Products Ltd","","2:55.500","+ 9.000","+ 0.100","","","","italian-grand-prix",1955
"116","14","6","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:56.200","+ 9.700","+ 0.700","","","","italian-grand-prix",1955
"117","15","8","Maurice Trintignant","France","Scuderia Ferrari","","2:56.300","+ 9.800","+ 0.100","","","","italian-grand-prix",1955
"118","16","34","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","","2:58.400","+ 11.900","+ 2.100","","","","italian-grand-prix",1955
"119","17","44","Ken Wharton","Great Britain","Vandervell Products Ltd","","2:59.500","+ 13.000","+ 1.100","","","","italian-grand-prix",1955
"120","18","22","Nano da Silva Ramos","Brazil","Equipe Gordini","","2:59.800","+ 13.300","+ 0.300","","","","italian-grand-prix",1955
"121","19","26","Jacques Pollet","France","Equipe Gordini","","2:59.900","+ 13.400","+ 0.100","","","","italian-grand-prix",1955
"122","20","40","John Fitch","USA","Stirling Moss Ltd","","3:03.100","+ 16.600","+ 3.200","","","","italian-grand-prix",1955
"123","21","38","Horace Gould","Great Britain","Officine Alfieri Maserati","","3:05.200","+ 18.700","+ 2.100","","","","italian-grand-prix",1955
"124","22","24","Jean Lucas","France","Equipe Gordini","","3:15.900","+ 29.400","+ 10.700","","","","italian-grand-prix",1955
"125","23","46","Luigi Piotti","Italy","Arzani-Volpini","","","","","","","","italian-grand-prix",1955
"126","1","8","Juan Manuel Fangio","Argentina","Daimler Benz AG","","1:40.000","","","","","","dutch-grand-prix",1955
"127","2","10","Stirling Moss","Great Britain","Daimler Benz AG","","1:40.400","+ 0.400","+ 0.400","","","","dutch-grand-prix",1955
"128","3","12","Karl Kling","Germany","Daimler Benz AG","","1:41.100","+ 1.100","+ 0.700","","","","dutch-grand-prix",1955
"129","4","18","Luigi Musso","Italy","Officine Alfieri Maserati","","1:41.200","+ 1.200","+ 0.100","","","","dutch-grand-prix",1955
"130","5","2","Mike Hawthorn","Great Britain","Scuderia Ferrari","","1:41.500","+ 1.500","+ 0.300","","","","dutch-grand-prix",1955
"131","6","14","Jean Behra","France","Officine Alfieri Maserati","","1:41.500","+ 1.500","","","","","dutch-grand-prix",1955
"132","7","16","Roberto Mieres","Argentina","Officine Alfieri Maserati","","1:42.100","+ 2.100","+ 0.600","","","","dutch-grand-prix",1955
"133","8","4","Maurice Trintignant","France","Scuderia Ferrari","","1:42.400","+ 2.400","+ 0.300","","","","dutch-grand-prix",1955
"134","9","6","Eugenio Castellotti","Italy","Scuderia Ferrari","","1:42.700","+ 2.700","+ 0.300","","","","dutch-grand-prix",1955
"135","10","26","Peter Walker","Great Britain","Stirling Moss Ltd","","1:44.900","+ 4.900","+ 2.200","","","","dutch-grand-prix",1955
"136","11","20","Robert Manzon","France","Equipe Gordini","","1:46.000","+ 6.000","+ 1.100","","","","dutch-grand-prix",1955
"137","12","24","Jacques Pollet","France","Equipe Gordini","","1:48.600","+ 8.600","+ 2.600","","","","dutch-grand-prix",1955
"138","13","28","Louis Rosier","France","Ecurie Rosier","","1:49.200","+ 9.200","+ 0.600","","","","dutch-grand-prix",1955
"139","14","22","Nano da Silva Ramos","Brazil","Equipe Gordini","","1:50.200","+ 10.200","+ 1.000","","","","dutch-grand-prix",1955
"140","15","32","Horace Gould","Great Britain","H H Gould","","1:50.400","+ 10.400","+ 0.200","","","","dutch-grand-prix",1955
"141","16","30","Johnny Claes","Belgium","Equipe Nationale Belge","","1:53.300","+ 13.300","+ 2.900","","","","dutch-grand-prix",1955
"142","1","30","Eugenio Castellotti","Italy","Scuderia Lancia","","4:18.100","","","196.946","","","belgian-grand-prix",1955
"143","2","10","Juan Manuel Fangio","Argentina","Daimler Benz AG","","4:18.600","+ 0.500","+ 0.500","196.566","","","belgian-grand-prix",1955
"144","3","14","Stirling Moss","Great Britain","Daimler Benz AG","","4:19.200","+ 1.100","+ 0.600","196.111","","","belgian-grand-prix",1955
"145","4","2","Nino Farina","Italy","Scuderia Ferrari","","4:20.900","+ 2.800","+ 1.700","194.833","","","belgian-grand-prix",1955
"146","5","20","Jean Behra","France","Officine Alfieri Maserati","","4:23.600","+ 5.500","+ 2.700","192.837","","","belgian-grand-prix",1955
"147","6","12","Karl Kling","Germany","Daimler Benz AG","","4:24.000","+ 5.900","+ 0.400","192.545","","","belgian-grand-prix",1955
"148","7","22","Luigi Musso","Italy","Officine Alfieri Maserati","","4:26.400","+ 8.300","+ 2.400","190.810","","","belgian-grand-prix",1955
"149","8","6","Paul Frere","Belgium","Scuderia Ferrari","","4:29.700","+ 11.600","+ 3.300","188.476","","","belgian-grand-prix",1955
"150","9","40","Mike Hawthorn","Great Britain","Vandervell Products Ltd","","4:33.000","+ 14.900","+ 3.300","186.197","","","belgian-grand-prix",1955
"151","10","4","Maurice Trintignant","France","Scuderia Ferrari","","4:33.200","+ 15.100","+ 0.200","186.061","","","belgian-grand-prix",1955
"152","11","26","Cesare Perdisa","Italy","Officine Alfieri Maserati","","4:50.900","+ 32.800","+ 17.700","174.740","","","belgian-grand-prix",1955
"153","12","28","Louis Rosier","France","Ecurie Rosier","","4:55.400","+ 37.300","+ 4.500","172.078","","","belgian-grand-prix",1955
"154","13","24","Roberto Mieres","Argentina","Officine Alfieri Maserati","","5:09.000","+ 50.900","+ 13.600","164.504","","","belgian-grand-prix",1955
"155","","4","Harry Schell","USA","Scuderia Ferrari","","4:31.000","+ 12.900","","187.571","","","belgian-grand-prix",1955
