"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"46","4","2","Peter Collins","Great Britain","Scuderia Ferrari","","1:43.000","+ 2.000","","","","","british-grand-prix",1956
"47","5","16","Harry Schell","USA","Vandervell Products Ltd","","1:44.000","+ 3.000","+ 1.000","","","","british-grand-prix",1956
"48","6","18","Jose Froilan Gonzalez","Argentina","Vandervell Products Ltd","","1:44.000","+ 3.000","","","","","british-grand-prix",1956
"49","7","28","Roy Salvadori","Great Britain","Gilby Engineering","","1:44.000","+ 3.000","","","","","british-grand-prix",1956
"50","8","3","Eugenio Castellotti","Italy","Scuderia Ferrari","","1:44.000","+ 3.000","+ 1.000","","","","british-grand-prix",1956
"51","9","24","Tony Brooks","Great Britain","Owen Racing Organisation","","1:45.000","+ 4.000","+ 1.000","","","","british-grand-prix",1956
"52","10","19","Archie Scott Brown","Great Britain","Connaught Engineering","","1:45.000","+ 4.000","","","","","british-grand-prix",1956
"53","11","20","Desmond Titterington","Great Britain","Connaught Engineering","","1:46.000","+ 5.000","+ 1.000","","","","british-grand-prix",1956
"54","12","4","Alfonso de Portago","Spain","Scuderia Ferrari","","1:47.000","+ 6.000","+ 1.000","","","","british-grand-prix",1956
"55","13","8","Jean Behra","France","Officine Alfieri Maserati","","1:47.000","+ 6.000","","","","","british-grand-prix",1956
"56","14","31","Horace Gould","Great Britain","H H Gould","","1:48.000","+ 7.000","+ 1.000","","","","british-grand-prix",1956
"57","15","9","Cesare Perdisa","Italy","Officine Alfieri Maserati","","1:49.000","+ 8.000","+ 1.000","","","","british-grand-prix",1956
"58","16","17","Maurice Trintignant","France","Vandervell Products Ltd","","1:49.000","+ 8.000","+ 1.000","","","","british-grand-prix",1956
"59","17","25","Ron Flockhart","Great Britain","Owen Racing Organisation","","1:49.000","+ 8.000","","","","","british-grand-prix",1956
"60","18","15","Robert Manzon","France","Equipe Gordini","","1:49.000","+ 8.000","","","","","british-grand-prix",1956
"61","19","11","Luigi Villoresi","Italy","L Piotti","","1:50.000","+ 9.000","+ 1.000","","","","british-grand-prix",1956
"62","20","29","Bruce Halford","Great Britain","B Halford","","1:51.000","+ 10.000","+ 1.000","","","","british-grand-prix",1956
"63","21","21","Jack Fairman","Great Britain","Connaught Engineering","","1:51.000","+ 10.000","+ 1.000","","","","british-grand-prix",1956
"64","22","26","Bob Gerard","Great Britain","Bob Gerard","","1:53.000","+ 12.000","+ 2.000","","","","british-grand-prix",1956
"65","23","32","Paul Emery","Great Britain","Emeryson Cars","","1:54.000","+ 13.000","+ 1.000","","","","british-grand-prix",1956
"66","24","12","Umberto Maglioli","Italy","Scuderia Guastalla","","1:54.000","+ 13.000","+ 1.000","","","","british-grand-prix",1956
"67","25","10","Paco Godia","Spain","Officine Alfieri Maserati","","1:55.000","+ 14.000","+ 1.000","","","","british-grand-prix",1956
"68","26","14","Nano da Silva Ramos","Brazil","Equipe Gordini","","1:56.000","+ 15.000","+ 1.000","","","","british-grand-prix",1956
"69","27","27","Louis Rosier","France","Ecurie Rosier","","1:59.000","+ 18.000","+ 3.000","","","","british-grand-prix",1956
"70","28","30","Jack Brabham","Australia","J A Brabham","","2:01.000","+ 20.000","+ 2.000","","","","british-grand-prix",1956
"71","1","8","Pat Flaherty","USA","John Zink","","4:07.260","","","","","","indianapolis-500",1956
"72","2","24","Jim Rathmann","USA","Lindsey Hopkins","","4:08.070","+ 0.810","+ 0.810","","","","indianapolis-500",1956
"73","3","7","Pat O'Connor","USA","Ansted Rotary Corp","","4:08.310","+ 1.050","+ 0.240","","","","indianapolis-500",1956
"74","4","73","Dick Rathmann","USA","Kalamazoo Sports Inc","","4:08.720","+ 1.460","+ 0.410","","","","indianapolis-500",1956
"75","5","99","Tony Bettenhausen","USA","Murrell Belanger","","4:08.960","+ 1.700","+ 0.240","","","","indianapolis-500",1956
"76","6","98","Johnnie Parsons","USA","J C Agajanian","","4:09.750","+ 2.490","+ 0.790","","","","indianapolis-500",1956
"77","7","42","Fred Agabashian","USA","Federal Auto Associates","","4:09.880","+ 2.620","+ 0.130","","","","indianapolis-500",1956
"78","8","29","Paul Russo","USA","Novi Racing Corp","","4:10.790","+ 3.530","+ 0.910","","","","indianapolis-500",1956
"79","9","5","Andy Linden","USA","H A Chapman","","4:11.650","+ 4.390","+ 0.860","","","","indianapolis-500",1956
"80","10","1","Bob Sweikert","USA","Racing Associates","","4:11.690","+ 4.430","+ 0.040","","","","indianapolis-500",1956
"81","11","53","Troy Ruttman","USA","John Zink","","4:12.660","+ 5.400","+ 0.970","","","","indianapolis-500",1956
"82","12","15","Johnny Boyd","USA","George Bignotti","","4:12.920","+ 5.660","+ 0.260","","","","indianapolis-500",1956
"83","13","4","Sam Hanks","USA","Cars Inc","","4:13.430","+ 6.170","+ 0.510","","","","indianapolis-500",1956
"84","14","10","Ed Elisian","USA","Fred Somers","","4:14.630","+ 7.370","+ 1.200","","","","indianapolis-500",1956
"85","15","19","Rodger Ward","USA","Ed Walsh","","4:15.010","+ 7.750","+ 0.380","","","","indianapolis-500",1956
"86","16","48","Jimmy Daywalt","USA","Chapman S Root","","4:15.360","+ 8.100","+ 0.350","","","","indianapolis-500",1956
"87","17","49","Ray Crawford","USA","Ray Crawford","","4:15.530","+ 8.270","+ 0.170","","","","indianapolis-500",1956
"88","18","88","Johnny Thomson","USA","Peter Schmidt","","4:07.340","+ 0.080","+ 0.080","","","","indianapolis-500",1956
"89","19","2","Jimmy Bryan","USA","Dean Van Lines","","4:10.450","+ 3.190","+ 3.110","","","","indianapolis-500",1956
"90","20","89","Keith Andrews","USA","Harry Dunn","","4:11.790","+ 4.530","+ 1.340","","","","indianapolis-500",1956
"91","21","26","Jimmy Reece","USA","Joseph Massaglia Jr","","4:11.950","+ 4.690","+ 0.160","","","","indianapolis-500",1956
"92","22","82","Gene Hartley","USA","Pete Salemi","","4:12.020","+ 4.760","+ 0.070","","","","indianapolis-500",1956
"93","23","14","Bob Veith","USA","Federal Auto Associates","","4:12.570","+ 5.310","+ 0.550","","","","indianapolis-500",1956
"94","24","54","Jack Turner","USA","Ernest L Ruiz","","4:12.820","+ 5.560","+ 0.250","","","","indianapolis-500",1956
"95","25","57","Bob Christie","USA","H H Johnson","","4:13.100","+ 5.840","+ 0.280","","","","indianapolis-500",1956
"96","26","16","Don Freeland","USA","Bob Estes","","4:14.060","+ 6.800","+ 0.960","","","","indianapolis-500",1956
"97","27","12","Al Herman","USA","Pat Clancy","","4:14.220","+ 6.960","+ 0.160","","","","indianapolis-500",1956
"98","28","55","Al Keller","USA","Samuel W Traylor III","","4:14.970","+ 7.710","+ 0.750","","","","indianapolis-500",1956
"99","29","41","Billy Garrett","USA","E R Casale","","4:16.120","+ 8.860","+ 1.150","","","","indianapolis-500",1956
"100","30","27","Cliff Griffith","USA","Jim Robbins","","4:14.470","+ 7.210","+ 0.250","","","","indianapolis-500",1956
"101","31","34","Johnnie Tolan","USA","Carl L Anderson","","4:17.030","+ 9.770","+ 2.560","","","","indianapolis-500",1956
"102","32","81","Eddie Johnson","USA","Pete Salemi","","4:18.820","+ 11.560","+ 1.790","","","","indianapolis-500",1956
"103","33","64","Duke Dinsmore","USA","Shannon Bros","","4:20.060","+ 12.800","+ 1.240","","","","indianapolis-500",1956
"104","1","30","Juan Manuel Fangio","Argentina","Scuderia Ferrari","","1:42.500","","","","","","argentine-grand-prix",1956
"105","2","32","Eugenio Castellotti","Italy","Scuderia Ferrari","","1:44.700","+ 2.200","+ 2.200","","","","argentine-grand-prix",1956
"106","3","34","Luigi Musso","Italy","Scuderia Ferrari","","1:44.700","+ 2.200","+ 2.200","","","","argentine-grand-prix",1956
"107","4","4","Jean Behra","France","Officine Alfieri Maserati","","1:45.100","+ 2.600","+ 0.400","","","","argentine-grand-prix",1956
"108","5","12","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","","1:45.200","+ 2.700","+ 0.100","","","","argentine-grand-prix",1956
"109","6","6","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","","1:45.600","+ 3.100","+ 0.400","","","","argentine-grand-prix",1956
"110","7","2","Stirling Moss","Great Britain","Officine Alfieri Maserati","","1:45.900","+ 3.400","+ 0.300","","","","argentine-grand-prix",1956
"111","8","14","Mike Hawthorn","Great Britain","Owen Racing Organisation","","1:47.400","+ 4.900","+ 1.500","","","","argentine-grand-prix",1956
"112","9","36","Peter Collins","Great Britain","Scuderia Ferrari","","1:47.700","+ 5.200","+ 0.300","","","","argentine-grand-prix",1956
"113","10","38","Olivier Gendebien","Belgium","Scuderia Ferrari","","1:50.400","+ 7.900","+ 2.700","","","","argentine-grand-prix",1956
"114","11","10","Chico Landi","Brazil","Officine Alfieri Maserati","","1:52.100","+ 9.600","+ 1.700","","","","argentine-grand-prix",1956
"115","12","8","Luigi Piotti","Italy","Officine Alfieri Maserati","","1:57.900","+ 15.400","+ 5.800","","","","argentine-grand-prix",1956
"116","13","16","Alberto Uria","Uruguay","A Uria","","","","","","","","argentine-grand-prix",1956
"117","1","22","Juan Manuel Fangio","Argentina","Scuderia Ferrari","","2:42.600","","","221.402","","","italian-grand-prix",1956
"118","2","24","Eugenio Castellotti","Italy","Scuderia Ferrari","","2:43.400","+ 0.800","+ 0.800","220.318","","","italian-grand-prix",1956
"119","3","28","Luigi Musso","Italy","Scuderia Ferrari","","2:43.700","+ 1.100","+ 0.300","219.914","","","italian-grand-prix",1956
"120","4","16","Piero Taruffi","Italy","Vandervell Products Ltd","","2:45.400","+ 2.800","+ 1.700","217.654","","","italian-grand-prix",1956
"121","5","32","Jean Behra","France","Officine Alfieri Maserati","","2:45.600","+ 3.000","+ 0.200","217.391","","","italian-grand-prix",1956
"122","6","36","Stirling Moss","Great Britain","Officine Alfieri Maserati","","2:45.900","+ 3.300","+ 0.300","216.998","","","italian-grand-prix",1956
"123","7","26","Peter Collins","Great Britain","Scuderia Ferrari","","2:46.000","+ 3.400","+ 0.100","216.867","","","italian-grand-prix",1956
"124","8","34","Luigi Villoresi","Italy","Officine Alfieri Maserati","","2:47.700","+ 5.100","+ 1.700","214.669","","","italian-grand-prix",1956
"125","9","30","Alfonso de Portago","Spain","Scuderia Ferrari","","2:47.800","+ 5.200","+ 0.100","214.541","","","italian-grand-prix",1956
"126","10","18","Harry Schell","USA","Vandervell Products Ltd","","2:50.100","+ 7.500","+ 2.300","211.640","","","italian-grand-prix",1956
"127","11","20","Maurice Trintignant","France","Vandervell Products Ltd","","2:51.600","+ 9.000","+ 1.500","209.790","","","italian-grand-prix",1956
"128","12","46","Umberto Maglioli","Italy","Officine Alfieri Maserati","","2:52.700","+ 10.100","+ 1.100","208.453","","","italian-grand-prix",1956
"129","13","44","Roy Salvadori","Great Britain","Gilby Engineering","","2:54.600","+ 12.000","+ 1.900","206.185","","","italian-grand-prix",1956
"130","14","40","Luigi Piotti","Italy","L Piotti","","2:58.600","+ 16.000","+ 4.000","201.567","","","italian-grand-prix",1956
"131","15","6","Jack Fairman","Great Britain","Connaught Engineering","","2:59.200","+ 16.600","+ 0.600","200.892","","","italian-grand-prix",1956
"132","16","42","Gerino Gerini","Italy","Scuderia Guastalla","","3:02.600","+ 20.000","+ 3.400","197.152","","","italian-grand-prix",1956
"133","17","38","Paco Godia","Spain","Officine Alfieri Maserati","","3:02.900","+ 20.300","+ 0.300","196.828","","","italian-grand-prix",1956
"134","18","14","Emmanuel de Graffenried","Switzerland","Scuderia Centro Sud","","3:03.300","+ 20.700","+ 0.400","196.399","","","italian-grand-prix",1956
"135","19","2","Les Leston","Great Britain","Connaught Engineering","","3:04.300","+ 21.700","+ 1.000","195.333","","","italian-grand-prix",1956
"136","20","8","Nano da Silva Ramos","Brazil","Equipe Gordini","","3:04.800","+ 22.200","+ 0.500","194.805","","","italian-grand-prix",1956
"137","21","48","Bruce Halford","Great Britain","B Halford","","3:05.000","+ 22.400","+ 0.200","194.594","","","italian-grand-prix",1956
"138","22","10","Robert Manzon","France","Equipe Gordini","","3:06.600","+ 24.000","+ 1.600","192.926","","","italian-grand-prix",1956
"139","23","4","Ron Flockhart","Great Britain","Connaught Engineering","","3:08.100","+ 25.500","+ 1.500","191.387","","","italian-grand-prix",1956
"140","24","12","Andre Simon","France","Equipe Gordini","","3:13.300","+ 30.700","+ 5.200","186.239","","","italian-grand-prix",1956
"141","1","2","Juan Manuel Fangio","Argentina","Scuderia Ferrari","","4:09.800","","","203.490","","","belgian-grand-prix",1956
"142","2","30","Stirling Moss","Great Britain","Officine Alfieri Maserati","","4:14.700","+ 4.900","+ 4.900","199.575","","","belgian-grand-prix",1956
"143","3","8","Peter Collins","Great Britain","Scuderia Ferrari","","4:15.300","+ 5.500","+ 0.600","199.106","","","belgian-grand-prix",1956
"144","4","32","Jean Behra","France","Officine Alfieri Maserati","","4:16.700","+ 6.900","+ 1.400","198.021","","","belgian-grand-prix",1956
"145","5","4","Eugenio Castellotti","Italy","Scuderia Ferrari","","4:16.700","+ 6.900","","198.021","","","belgian-grand-prix",1956
"146","6","10","Harry Schell","USA","Vandervell Products Ltd","","4:19.000","+ 9.200","+ 2.300","196.262","","","belgian-grand-prix",1956
"147","7","12","Maurice Trintignant","France","Vandervell Products Ltd","","4:22.800","+ 13.000","+ 3.800","193.424","","","belgian-grand-prix",1956
"148","8","6","Paul Frere","Belgium","Scuderia Ferrari","","4:23.800","+ 14.000","+ 1.000","192.691","","","belgian-grand-prix",1956
"149","9","34","Cesare Perdisa","Italy","Officine Alfieri Maserati","","4:35.700","+ 25.900","+ 11.900","184.374","","","belgian-grand-prix",1956
"150","10","24","Louis Rosier","France","Ecurie Rosier","","4:35.900","+ 26.100","+ 0.200","184.240","","","belgian-grand-prix",1956
"151","11","22","Luigi Villoresi","Italy","Scuderia Centro Sud","","4:37.700","+ 27.900","+ 1.800","183.046","","","belgian-grand-prix",1956
"152","12","28","Piero Scotti","Italy","P Scotti","","4:41.900","+ 32.100","+ 4.200","180.319","","","belgian-grand-prix",1956
"153","13","36","Paco Godia","Spain","Officine Alfieri Maserati","","4:49.800","+ 40.000","+ 7.900","175.403","","","belgian-grand-prix",1956
"154","14","26","Horace Gould","Great Britain","H H Gould","","4:50.400","+ 40.600","+ 0.600","175.041","","","belgian-grand-prix",1956
"155","15","20","Andre Pilette","Belgium","Scuderia Ferrari","","4:51.900","+ 42.100","+ 1.500","174.141","","","belgian-grand-prix",1956
"156","","38","Mike Hawthorn","Great Britain","Officine Alfieri Maserati","","4:48.900","+ 39.100","","175.950","","","belgian-grand-prix",1956
"157","1","20","Juan Manuel Fangio","Argentina","Scuderia Ferrari","","1:44.000","","","108.865","","","monaco-grand-prix",1956
"158","2","28","Stirling Moss","Great Britain","Officine Alfieri Maserati","","1:44.600","+ 0.600","+ 0.600","108.240","","","monaco-grand-prix",1956
"159","3","22","Eugenio Castellotti","Italy","Scuderia Ferrari","","1:44.900","+ 0.900","+ 0.300","107.931","","","monaco-grand-prix",1956
"160","4","30","Jean Behra","France","Officine Alfieri Maserati","","1:45.300","+ 1.300","+ 0.400","107.521","","","monaco-grand-prix",1956
"161","5","16","Harry Schell","USA","Vandervell Products Ltd","","1:45.600","+ 1.600","+ 0.300","107.215","","","monaco-grand-prix",1956
"162","6","14","Maurice Trintignant","France","Vandervell Products Ltd","","1:45.600","+ 1.600","","107.215","","","monaco-grand-prix",1956
"163","7","32","Cesare Perdisa","Italy","Officine Alfieri Maserati","","1:46.000","+ 2.000","+ 0.400","106.811","","","monaco-grand-prix",1956
"164","8","24","Luigi Musso","Italy","Scuderia Ferrari","","1:46.800","+ 2.800","+ 0.800","106.011","","","monaco-grand-prix",1956
"165","9","26","Peter Collins","Great Britain","Scuderia Ferrari","","1:47.000","+ 3.000","+ 0.200","105.813","","","monaco-grand-prix",1956
"166","10","4","Elie Bayol","France","Equipe Gordini","","1:50.000","+ 6.000","+ 3.000","102.927","","","monaco-grand-prix",1956
"167","11","2","Robert Manzon","France","Equipe Gordini","","1:50.300","+ 6.300","+ 0.300","102.647","","","monaco-grand-prix",1956
"168","12","6","Nano da Silva Ramos","Brazil","Equipe Gordini","","1:50.600","+ 6.600","+ 0.300","102.368","","","monaco-grand-prix",1956
"169","13","8","Louis Rosier","France","Ecurie Rosier","","1:51.600","+ 7.600","+ 1.000","101.451","","","monaco-grand-prix",1956
"170","14","18","Horace Gould","Great Britain","Goulds' Garage","","1:51.700","+ 7.700","+ 0.100","101.360","","","monaco-grand-prix",1956
"171","15","36","Giorgio Scarlatti","Italy","Giorgio Scarlatti","","2:09.100","+ 25.100","+ 17.400","87.699","","","monaco-grand-prix",1956
"172","","10","Mike Hawthorn","Great Britain","Owen Racing Organisation","","1:49.300","+ 5.300","","103.586","","","monaco-grand-prix",1956
"173","","12","Tony Brooks","Great Britain","Owen Racing Organisation","","1:50.400","+ 6.400","+ 1.100","102.554","","","monaco-grand-prix",1956
