"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"79","27","44","Trevor Taylor","Great Britain","Ace Garage - Rotherham","","2:08.200","+ 10.200","+ 0.600","","","","british-grand-prix",1959
"80","28","54","Keith Greene","Great Britain","Gilby Engineering","","2:09.800","+ 11.800","+ 1.600","","","","british-grand-prix",1959
"81","29","66","Tim Parnell","Great Britain","R H H Parnell","","","","","","","","british-grand-prix",1959
"82","30","62","Dennis Taylor","Great Britain","Dennis Taylor","","","","","","","","british-grand-prix",1959
"83","1","30","Stirling Moss","Great Britain","R R C Walker Racing Team","","1:39.600","","","113.674","","","monaco-grand-prix",1959
"84","2","46","Jean Behra","France","Scuderia Ferrari","","1:40.000","+ 0.400","+ 0.400","113.220","","","monaco-grand-prix",1959
"85","3","24","Jack Brabham","Australia","Cooper Car Co","","1:40.100","+ 0.500","+ 0.100","113.106","","","monaco-grand-prix",1959
"86","4","50","Tony Brooks","Great Britain","Scuderia Ferrari","","1:41.000","+ 1.400","+ 0.900","112.099","","","monaco-grand-prix",1959
"87","5","48","Phil Hill","USA","Scuderia Ferrari","","1:41.300","+ 1.700","+ 0.300","111.767","","","monaco-grand-prix",1959
"88","6","32","Maurice Trintignant","France","R R C Walker Racing Team","","1:41.700","+ 2.100","+ 0.400","111.327","","","monaco-grand-prix",1959
"89","7","18","Jo Bonnier","Sweden","Owen Racing Organisation","","1:42.300","+ 2.700","+ 0.600","110.674","","","monaco-grand-prix",1959
"90","8","38","Roy Salvadori","Great Britain","High Efficiency Motors","","1:42.400","+ 2.800","+ 0.100","110.566","","","monaco-grand-prix",1959
"91","9","16","Harry Schell","USA","Owen Racing Organisation","","1:43.000","+ 3.400","+ 0.600","109.922","","","monaco-grand-prix",1959
"92","10","20","Ron Flockhart","Great Britain","Owen Racing Organisation","","1:43.100","+ 3.500","+ 0.100","109.815","","","monaco-grand-prix",1959
"93","11","26","Masten Gregory","USA","Cooper Car Co","","1:43.200","+ 3.600","+ 0.100","109.709","","","monaco-grand-prix",1959
"94","12","6","Wolfgang von Trips","Germany","Dr Ing F Porsche KG","","1:43.800","+ 4.200","+ 0.600","109.075","","","monaco-grand-prix",1959
"95","13","22","Bruce McLaren","New Zealand","Cooper Car Co","","1:43.900","+ 4.300","+ 0.100","108.970","","","monaco-grand-prix",1959
"96","14","40","Graham Hill","Great Britain","Team Lotus","","1:43.900","+ 4.300","","108.970","","","monaco-grand-prix",1959
"97","15","52","Cliff Allison","Great Britain","Scuderia Ferrari","","1:44.400","+ 4.800","+ 0.500","108.448","","","monaco-grand-prix",1959
"98","16","44","Bruce Halford","Great Britain","John Fisher","","1:44.800","+ 5.200","+ 0.400","108.034","","","monaco-grand-prix",1959
"99","17","34","Ivor Bueb","Great Britain","British Racing Partnership","","1:44.900","+ 5.300","+ 0.100","107.931","","","monaco-grand-prix",1959
"100","18","54","Giorgio Scarlatti","Italy","Scuderia Ugolini","","1:45.000","+ 5.400","+ 0.100","107.828","","","monaco-grand-prix",1959
"101","19","10","Lucien Bianchi","Belgium","Equipe Nationale Belge","","1:45.400","+ 5.800","+ 0.400","107.419","","","monaco-grand-prix",1959
"102","20","12","Alain de Changy","Belgium","Equipe Nationale Belge","","1:45.400","+ 5.800","","107.419","","","monaco-grand-prix",1959
"103","21","4","Maria Teresa de Filippis","Italy","Dr Ing F Porsche KG","","1:47.800","+ 8.200","+ 2.400","105.027","","","monaco-grand-prix",1959
"104","22","42","Pete Lovely","USA","Team Lotus","","1:47.900","+ 8.300","+ 0.100","104.930","","","monaco-grand-prix",1959
"105","23","14","Jean Lucienbonnet","France","Jean Lucienbonnet","","1:50.900","+ 11.300","+ 3.000","102.091","","","monaco-grand-prix",1959
"106","24","56","Andre Testut","Monaco","Monte Carlo Auto Sport","","1:59.100","+ 19.500","+ 8.200","95.062","","","monaco-grand-prix",1959
"107","1","24","Tony Brooks","Great Britain","Scuderia Ferrari","","2:19.400","","","","","","french-grand-prix",1959
"108","2","8","Jack Brabham","Australia","Cooper Car Co","","2:19.700","+ 0.300","+ 0.300","","","","french-grand-prix",1959
"109","3","26","Phil Hill","USA","Scuderia Ferrari","","2:19.800","+ 0.400","+ 0.100","","","","french-grand-prix",1959
"110","4","2","Stirling Moss","Great Britain","British Racing Partnership","","2:19.900","+ 0.500","+ 0.100","","","","french-grand-prix",1959
"111","5","30","Jean Behra","France","Scuderia Ferrari","","2:20.200","+ 0.800","+ 0.300","","","","french-grand-prix",1959
"112","6","4","Jo Bonnier","Sweden","Owen Racing Organisation","","2:20.600","+ 1.200","+ 0.400","","","","french-grand-prix",1959
"113","7","10","Masten Gregory","USA","Cooper Car Co","","2:20.800","+ 1.400","+ 0.200","","","","french-grand-prix",1959
"114","8","14","Maurice Trintignant","France","R R C Walker Racing Team","","2:21.300","+ 1.900","+ 0.500","","","","french-grand-prix",1959
"115","9","6","Harry Schell","USA","Owen Racing Organisation","","2:21.500","+ 2.100","+ 0.200","","","","french-grand-prix",1959
"116","10","12","Bruce McLaren","New Zealand","Cooper Car Co","","2:21.500","+ 2.100","","","","","french-grand-prix",1959
"117","11","22","Olivier Gendebien","Belgium","Scuderia Ferrari","","2:21.500","+ 2.100","+ 0.200","","","","french-grand-prix",1959
"118","12","28","Dan Gurney","USA","Scuderia Ferrari","","2:21.900","+ 2.500","+ 0.400","","","","french-grand-prix",1959
"119","13","44","Ron Flockhart","Great Britain","Owen Racing Organisation","","2:23.400","+ 4.000","+ 1.500","","","","french-grand-prix",1959
"120","14","32","Graham Hill","Great Britain","Team Lotus","","2:23.700","+ 4.300","+ 0.300","","","","french-grand-prix",1959
"121","15","34","Innes Ireland","Great Britain","Team Lotus","","2:24.200","+ 4.800","+ 0.500","","","","french-grand-prix",1959
"122","16","16","Roy Salvadori","Great Britain","High Efficiency Motors","","2:26.400","+ 7.000","+ 2.200","","","","french-grand-prix",1959
"123","17","20","Colin Davis","Great Britain","Scuderia Centro Sud","","2:32.300","+ 12.900","+ 5.900","","","","french-grand-prix",1959
"124","18","38","Fritz d'Orey","Brazil","Scuderia Centro Sud","","2:34.000","+ 14.600","+ 1.700","","","","french-grand-prix",1959
"125","19","18","Ian Burgess","Great Britain","Scuderia Centro Sud","","2:35.200","+ 15.800","+ 1.200","","","","french-grand-prix",1959
"126","20","42","Carel Godin de Beaufort","Netherlands","Scuderia Ugolini","","2:35.400","+ 16.000","+ 0.200","","","","french-grand-prix",1959
"127","21","40","Giorgio Scarlatti","Italy","Scuderia Ugolini","","2:35.600","+ 16.200","+ 0.200","","","","french-grand-prix",1959
"128","22","36","Azdrubal Fontes","Uruguay","Scuderia Centro Sud","","","","","","","","french-grand-prix",1959
"129","1","7","Jo Bonnier","Sweden","Owen Racing Organisation","","1:36.000","","","","","","dutch-grand-prix",1959
"130","2","8","Jack Brabham","Australia","Cooper Car Co","","1:36.000","","","","","","dutch-grand-prix",1959
"131","3","11","Stirling Moss","Great Britain","R R C Walker Racing Team","","1:36.200","+ 0.200","+ 0.200","","","","dutch-grand-prix",1959
"132","4","1","Jean Behra","France","Scuderia Ferrari","","1:36.600","+ 0.600","+ 0.400","","","","dutch-grand-prix",1959
"133","5","14","Graham Hill","Great Britain","Team Lotus","","1:36.700","+ 0.700","+ 0.100","","","","dutch-grand-prix",1959
"134","6","6","Harry Schell","USA","Owen Racing Organisation","","1:37.300","+ 1.300","+ 0.600","","","","dutch-grand-prix",1959
"135","7","9","Masten Gregory","USA","Cooper Car Co","","1:37.600","+ 1.600","+ 0.300","","","","dutch-grand-prix",1959
"136","8","2","Tony Brooks","Great Britain","Scuderia Ferrari","","1:37.900","+ 1.900","+ 0.300","","","","dutch-grand-prix",1959
"137","9","12","Innes Ireland","Great Britain","Team Lotus","","1:38.300","+ 2.300","+ 0.400","","","","dutch-grand-prix",1959
"138","10","5","Carroll Shelby","USA","David Brown Corporation","","1:38.500","+ 2.500","+ 0.200","","","","dutch-grand-prix",1959
"139","11","10","Maurice Trintignant","France","R R C Walker Racing Team","","1:38.700","+ 2.700","+ 0.200","","","","dutch-grand-prix",1959
"140","12","3","Phil Hill","USA","Scuderia Ferrari","","1:39.200","+ 3.200","+ 0.500","","","","dutch-grand-prix",1959
"141","13","4","Roy Salvadori","Great Britain","David Brown Corporation","","1:39.700","+ 3.700","+ 0.500","","","","dutch-grand-prix",1959
"142","14","15","Carel Godin de Beaufort","Netherlands","Ecurie Maarsbergen","","1:44.500","+ 8.500","+ 4.800","","","","dutch-grand-prix",1959
"143","15","16","Cliff Allison","Great Britain","Scuderia Ferrari","","","","","","","","dutch-grand-prix",1959
"144","1","4","Stirling Moss","Great Britain","R R C Walker Racing Team","","2:02.900","","","","","","portuguese-grand-prix",1959
"145","2","1","Jack Brabham","Australia","Cooper Car Co","","2:04.900","+ 2.000","+ 2.000","","","","portuguese-grand-prix",1959
"146","3","2","Masten Gregory","USA","Cooper Car Co","","2:06.300","+ 3.400","+ 1.400","","","","portuguese-grand-prix",1959
"147","4","5","Maurice Trintignant","France","R R C Walker Racing Team","","2:07.400","+ 4.500","+ 1.100","","","","portuguese-grand-prix",1959
"148","5","7","Jo Bonnier","Sweden","Owen Racing Organisation","","2:07.900","+ 5.000","+ 0.500","","","","portuguese-grand-prix",1959
"149","6","16","Dan Gurney","USA","Scuderia Ferrari","","2:08.000","+ 5.100","+ 0.100","","","","portuguese-grand-prix",1959
"150","7","15","Phil Hill","USA","Scuderia Ferrari","","2:08.000","+ 5.100","","","","","portuguese-grand-prix",1959
"151","8","3","Bruce McLaren","New Zealand","Cooper Car Co","","2:08.200","+ 5.300","+ 0.200","","","","portuguese-grand-prix",1959
"152","9","6","Harry Schell","USA","Owen Racing Organisation","","2:09.100","+ 6.200","+ 0.900","","","","portuguese-grand-prix",1959
"153","10","14","Tony Brooks","Great Britain","Scuderia Ferrari","","2:11.000","+ 8.100","+ 1.900","","","","portuguese-grand-prix",1959
"154","11","8","Ron Flockhart","Great Britain","Owen Racing Organisation","","2:11.000","+ 8.100","","","","","portuguese-grand-prix",1959
"155","12","10","Roy Salvadori","Great Britain","David Brown Corporation","","2:13.300","+ 10.400","+ 2.300","","","","portuguese-grand-prix",1959
"156","13","9","Carroll Shelby","USA","David Brown Corporation","","2:13.600","+ 10.700","+ 0.300","","","","portuguese-grand-prix",1959
"157","14","18","Nicha Cabral","Portugal","Scuderia Centro Sud","","2:15.300","+ 12.400","+ 1.700","","","","portuguese-grand-prix",1959
"158","15","11","Graham Hill","Great Britain","Team Lotus","","2:15.600","+ 12.700","+ 0.300","","","","portuguese-grand-prix",1959
"159","16","12","Innes Ireland","Great Britain","Team Lotus","","2:18.500","+ 15.600","+ 2.900","","","","portuguese-grand-prix",1959
"160","1","4","Tony Brooks","Great Britain","Scuderia Ferrari","","2:05.900","+ 0.100","+ 0.100","","","","german-grand-prix",1959
"161","2","7","Stirling Moss","Great Britain","R R C Walker Racing Team","","2:06.800","+ 0.900","+ 0.900","","","","german-grand-prix",1959
"162","3","6","Dan Gurney","USA","Scuderia Ferrari","","2:07.200","+ 1.300","+ 0.400","","","","german-grand-prix",1959
"163","4","1","Jack Brabham","Australia","Cooper Car Co","","2:07.400","+ 1.500","+ 0.200","","","","german-grand-prix",1959
"164","5","3","Masten Gregory","USA","Cooper Car Co","","2:07.500","+ 1.600","+ 0.100","","","","german-grand-prix",1959
"165","6","5","Phil Hill","USA","Scuderia Ferrari","","2:07.600","+ 1.700","+ 0.100","","","","german-grand-prix",1959
"166","7","9","Jo Bonnier","Sweden","Owen Racing Organisation","","2:10.300","+ 4.400","+ 2.700","","","","german-grand-prix",1959
"167","8","10","Harry Schell","USA","Owen Racing Organisation","","2:10.300","+ 4.400","+ 2.700","","","","german-grand-prix",1959
"168","9","2","Bruce McLaren","New Zealand","Cooper Car Co","","2:10.400","+ 4.500","+ 0.100","","","","german-grand-prix",1959
"169","10","16","Graham Hill","Great Britain","Team Lotus","","2:10.800","+ 4.900","+ 0.400","","","","german-grand-prix",1959
"170","11","11","Hans Herrmann","Germany","British Racing Partnership","","2:11.400","+ 5.500","+ 0.600","","","","german-grand-prix",1959
"171","12","8","Maurice Trintignant","France","R R C Walker Racing Team","","2:12.700","+ 6.800","+ 1.300","","","","german-grand-prix",1959
"172","13","15","Innes Ireland","Great Britain","Team Lotus","","2:14.600","+ 8.700","+ 1.900","","","","german-grand-prix",1959
"173","14","17","Cliff Allison","Great Britain","Scuderia Ferrari","","2:05.800","","","","","","german-grand-prix",1959
"174","15","18","Ian Burgess","Great Britain","Scuderia Centro Sud","","2:18.900","+ 13.000","+ 13.100","","","","german-grand-prix",1959
"175","16","12","Jean Behra","France","Jean Behra","","","","","","","","german-grand-prix",1959
"176","17","14","Wolfgang von Trips","Germany","Dr Ing F Porsche KG","","","","","","","","german-grand-prix",1959
"177","1","14","Stirling Moss","Great Britain","R R C Walker Racing Team","","1:39.700","","","","","","italian-grand-prix",1959
"178","2","30","Tony Brooks","Great Britain","Scuderia Ferrari","","1:39.800","+ 0.100","+ 0.100","","","","italian-grand-prix",1959
"179","3","12","Jack Brabham","Australia","Cooper Car Co","","1:40.200","+ 0.500","+ 0.400","","","","italian-grand-prix",1959
"180","4","36","Dan Gurney","USA","Scuderia Ferrari","","1:40.800","+ 1.100","+ 0.600","","","","italian-grand-prix",1959
"181","5","32","Phil Hill","USA","Scuderia Ferrari","","1:41.200","+ 1.500","+ 0.400","","","","italian-grand-prix",1959
"182","6","38","Olivier Gendebien","Belgium","Scuderia Ferrari","","1:41.400","+ 1.700","+ 0.200","","","","italian-grand-prix",1959
"183","7","2","Harry Schell","USA","Owen Racing Organisation","","1:41.600","+ 1.900","+ 0.200","","","","italian-grand-prix",1959
"184","8","34","Cliff Allison","Great Britain","Scuderia Ferrari","","1:41.800","+ 2.100","+ 0.200","","","","italian-grand-prix",1959
"185","9","8","Bruce McLaren","New Zealand","Cooper Car Co","","1:42.000","+ 2.300","+ 0.200","","","","italian-grand-prix",1959
"186","10","18","Graham Hill","Great Britain","Team Lotus","","1:42.900","+ 3.200","+ 0.900","","","","italian-grand-prix",1959
"187","11","6","Jo Bonnier","Sweden","Owen Racing Organisation","","1:43.100","+ 3.400","+ 0.200","","","","italian-grand-prix",1959
"188","12","10","Giorgio Scarlatti","Italy","Cooper Car Co","","1:43.300","+ 3.600","+ 0.200","","","","italian-grand-prix",1959
"189","13","16","Maurice Trintignant","France","R R C Walker Racing Team","","1:43.400","+ 3.700","+ 0.100","","","","italian-grand-prix",1959
"190","14","20","Innes Ireland","Great Britain","Team Lotus","","1:43.500","+ 3.800","+ 0.100","","","","italian-grand-prix",1959
"191","15","4","Ron Flockhart","Great Britain","Owen Racing Organisation","","1:43.600","+ 3.900","+ 0.100","","","","italian-grand-prix",1959
"192","16","42","Ian Burgess","Great Britain","Scuderia Centro Sud","","1:44.600","+ 4.900","+ 1.000","","","","italian-grand-prix",1959
"193","17","24","Roy Salvadori","Great Britain","David Brown Corporation","","1:44.700","+ 5.000","+ 0.100","","","","italian-grand-prix",1959
"194","18","40","Colin Davis","Great Britain","Scuderia Centro Sud","","1:44.900","+ 5.200","+ 0.200","","","","italian-grand-prix",1959
"195","19","26","Carroll Shelby","USA","David Brown Corporation","","1:46.400","+ 6.700","+ 1.500","","","","italian-grand-prix",1959
"196","20","22","Jack Fairman","Great Britain","High Efficiency Motors","","1:49.400","+ 9.700","+ 3.000","","","","italian-grand-prix",1959
"197","21","28","Giulio Cabianca","Italy","Ottorino Volonterio","","1:51.500","+ 11.800","+ 2.100","","","","italian-grand-prix",1959
