"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","gp_name","year"
"81","15","32","Lance Macklin","Great Britain","HW Motors","","2:52.500","+ 23.100","+ 9.800","","","","french-grand-prix",1954
"82","16","42","Ken Wharton","Great Britain","Owen Racing Organisation","","3:09.300","+ 39.900","+ 16.800","","","","french-grand-prix",1954
"83","17","24","Jean Behra","France","Equipe Gordini","","","","","","","","french-grand-prix",1954
"84","18","26","Jacques Pollet","France","Equipe Gordini","","","","","","","","french-grand-prix",1954
"85","19","28","Paul Frere","Belgium","Equipe Gordini","","","","","","","","french-grand-prix",1954
"86","20","30","Georges Berger","Belgium","Georges Berger","","","","","","","","french-grand-prix",1954
"87","21","48","Harry Schell","USA","Harry Schell","","","","","","","","french-grand-prix",1954
"88","22","40","Sergio Mantovani","Italy","Officine Alfieri Maserati","","","","","","","","french-grand-prix",1954
"89","23","8","Nino Farina","Italy","Ferrari","","","","","","","","french-grand-prix",1954
"90","24","38","Jacques Swaters","Belgium","Ecurie Francorchamps","","","","","","","","french-grand-prix",1954
"91","25","50","Peter Collins","Great Britain","Vanwall","","","","","","","","french-grand-prix",1954
"92","1","10","Nino Farina","Italy","Scuderia Ferrari","","1:44.800","","","134.395","","","argentine-grand-prix",1954
"93","2","12","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","1:44.900","+ 0.100","+ 0.100","134.267","","","argentine-grand-prix",1954
"94","3","2","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","","1:45.700","+ 0.900","+ 0.800","133.251","","","argentine-grand-prix",1954
"95","4","14","Mike Hawthorn","Great Britain","Scuderia Ferrari","","1:47.000","+ 2.200","+ 1.300","131.632","","","argentine-grand-prix",1954
"96","5","26","Maurice Trintignant","France","Ecurie Rosier","","1:47.700","+ 2.900","+ 0.700","130.776","","","argentine-grand-prix",1954
"97","6","4","Onofre Marimon","Argentina","Officine Alfieri Maserati","","1:47.700","+ 2.900","","130.776","","","argentine-grand-prix",1954
"98","7","6","Luigi Musso","Italy","Officine Alfieri Maserati","","1:48.200","+ 3.400","+ 0.500","130.172","","","argentine-grand-prix",1954
"99","8","32","Roberto Mieres","Argentina","Roberto Mieres","","1:49.000","+ 4.200","+ 0.800","129.216","","","argentine-grand-prix",1954
"100","9","8","Prince Bira","Thailand","Officine Alfieri Maserati","","1:49.300","+ 4.500","+ 0.300","128.862","","","argentine-grand-prix",1954
"101","10","28","Harry Schell","USA","Harry Schell","","1:50.000","+ 5.200","+ 0.700","128.042","","","argentine-grand-prix",1954
"102","11","16","Umberto Maglioli","Italy","Scuderia Ferrari","","1:50.200","+ 5.400","+ 0.200","127.809","","","argentine-grand-prix",1954
"103","12","30","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","","1:51.000","+ 6.200","+ 0.800","126.888","","","argentine-grand-prix",1954
"104","13","24","Louis Rosier","France","Ecurie Rosier","","1:51.600","+ 6.800","+ 0.600","126.206","","","argentine-grand-prix",1954
"105","14","20","Elie Bayol","France","Equipe Gordini","","1:52.600","+ 7.800","+ 1.000","125.085","","","argentine-grand-prix",1954
"106","15","22","Roger Loyer","France","Equipe Gordini","","1:52.600","+ 7.800","","125.085","","","argentine-grand-prix",1954
"107","16","18","Jean Behra","France","Equipe Gordini","","1:53.000","+ 8.200","+ 0.400","124.642","","","argentine-grand-prix",1954
"108","17","34","Jorge Daponte","Argentina","Jorge Daponte","","1:56.700","+ 11.900","+ 3.700","120.691","","","argentine-grand-prix",1954
"109","","36","Carlos Menditeguy","Argentina","Onofre Marimon","","1:49.200","+ 4.400","","128.980","","","argentine-grand-prix",1954
"110","1","34","Alberto Ascari","Italy","Scuderia Lancia","","2:18.100","","","","","","spanish-grand-prix",1954
"111","2","2","Juan Manuel Fangio","Argentina","Daimler Benz AG","","2:19.100","+ 1.000","+ 1.000","","","","spanish-grand-prix",1954
"112","3","38","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:20.600","+ 2.500","+ 1.500","","","","spanish-grand-prix",1954
"113","4","24","Harry Schell","USA","Harry Schell","","2:20.600","+ 2.500","+ 1.500","","","","spanish-grand-prix",1954
"114","5","36","Luigi Villoresi","Italy","Scuderia Lancia","","2:21.000","+ 2.900","+ 0.400","","","","spanish-grand-prix",1954
"115","6","8","Stirling Moss","Great Britain","Officine Alfieri Maserati","","2:21.100","+ 3.000","+ 0.100","","","","spanish-grand-prix",1954
"116","7","14","Luigi Musso","Italy","Officine Alfieri Maserati","","2:21.500","+ 3.400","+ 0.400","","","","spanish-grand-prix",1954
"117","8","40","Maurice Trintignant","France","Scuderia Ferrari","","2:21.900","+ 3.800","+ 0.400","","","","spanish-grand-prix",1954
"118","9","6","Hans Herrmann","Germany","Daimler Benz AG","","2:21.900","+ 3.800","","","","","spanish-grand-prix",1954
"119","10","12","Sergio Mantovani","Italy","Officine Alfieri Maserati","","2:22.000","+ 3.900","+ 0.100","","","","spanish-grand-prix",1954
"120","11","10","Roberto Mieres","Argentina","Officine Alfieri Maserati","","2:22.300","+ 4.200","+ 0.300","","","","spanish-grand-prix",1954
"121","12","4","Karl Kling","Germany","Daimler Benz AG","","2:23.400","+ 5.300","+ 1.100","","","","spanish-grand-prix",1954
"122","13","16","Paco Godia","Spain","Officine Alfieri Maserati","","2:24.200","+ 6.100","+ 0.800","","","","spanish-grand-prix",1954
"123","14","28","Ken Wharton","Great Britain","Owen Racing Organisation","","2:25.700","+ 7.600","+ 1.500","","","","spanish-grand-prix",1954
"124","15","18","Prince Bira","Thailand","Prince Bira","","2:26.100","+ 8.000","+ 0.400","","","","spanish-grand-prix",1954
"125","16","48","Jacques Pollet","France","Equipe Gordini","","2:27.400","+ 9.300","+ 1.300","","","","spanish-grand-prix",1954
"126","17","20","Robert Manzon","France","Ecurie Rosier","","2:27.500","+ 9.400","+ 0.100","","","","spanish-grand-prix",1954
"127","18","46","Jean Behra","France","Equipe Gordini","","2:27.800","+ 9.700","+ 0.300","","","","spanish-grand-prix",1954
"128","19","30","Jacques Swaters","Belgium","Ecurie Francorchamps","","2:28.000","+ 9.900","+ 0.200","","","","spanish-grand-prix",1954
"129","20","26","Louis Rosier","France","Ecurie Rosier","","2:29.800","+ 11.700","+ 1.800","","","","spanish-grand-prix",1954
"130","21","22","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","","2:29.800","+ 11.700","+ 1.800","","","","spanish-grand-prix",1954
"131","22","42","Peter Collins","Great Britain","Vandervell Products Ltd","","","","","","","","spanish-grand-prix",1954
"132","23","32","Giovanni de Riu","Italy","Giovanni de Riu","","","","","","","","spanish-grand-prix",1954
"133","24","44","Nino Farina","Italy","Ferrari","","","","","","","","spanish-grand-prix",1954
"134","25","50","Fred Wacker","USA","Gordini","","","","","","","","spanish-grand-prix",1954
"135","1","26","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","","4:22.100","","","","","","belgian-grand-prix",1954
"136","2","6","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","4:23.600","+ 1.500","+ 1.500","","","","belgian-grand-prix",1954
"137","3","4","Nino Farina","Italy","Scuderia Ferrari","","4:26.000","+ 3.900","+ 2.400","","","","belgian-grand-prix",1954
"138","4","28","Onofre Marimon","Argentina","Officine Alfieri Maserati","","4:27.600","+ 5.500","+ 1.600","","","","belgian-grand-prix",1954
"139","5","10","Mike Hawthorn","Great Britain","Scuderia Ferrari","","4:29.400","+ 7.300","+ 1.800","","","","belgian-grand-prix",1954
"140","6","8","Maurice Trintignant","France","Scuderia Ferrari","","4:30.000","+ 7.900","+ 0.600","","","","belgian-grand-prix",1954
"141","7","12","Jean Behra","France","Equipe Gordini","","4:34.500","+ 12.400","+ 4.500","","","","belgian-grand-prix",1954
"142","8","18","Andre Pilette","Belgium","Equipe Gordini","","4:40.000","+ 17.900","+ 5.500","","","","belgian-grand-prix",1954
"143","9","22","Stirling Moss","Great Britain","Equipe Moss","","4:40.800","+ 18.700","+ 0.800","","","","belgian-grand-prix",1954
"144","10","16","Paul Frere","Belgium","Equipe Gordini","","4:42.000","+ 19.900","+ 1.200","","","","belgian-grand-prix",1954
"145","11","30","Sergio Mantovani","Italy","Officine Alfieri Maserati","","4:43.200","+ 21.100","+ 1.200","","","","belgian-grand-prix",1954
"146","12","24","Roberto Mieres","Argentina","Roberto Mieres","","4:43.800","+ 21.700","+ 0.600","","","","belgian-grand-prix",1954
"147","13","20","Prince Bira","Thailand","Prince Bira","","4:46.500","+ 24.400","+ 2.700","","","","belgian-grand-prix",1954
"148","14","2","Jacques Swaters","Belgium","Ecurie Francorchamps","","4:54.200","+ 32.100","+ 7.700","","","","belgian-grand-prix",1954
"149","1","18","Juan Manuel Fangio","Argentina","Daimler Benz AG","","9:50.100","","","","","","german-grand-prix",1954
"150","2","3","Mike Hawthorn","Great Britain","Scuderia Ferrari","","9:53.300","+ 3.200","+ 3.200","","","","german-grand-prix",1954
"151","3","16","Stirling Moss","Great Britain","A E Moss","","10:00.700","+ 10.600","+ 7.400","","","","german-grand-prix",1954
"152","4","20","Hans Herrmann","Germany","Daimler Benz AG","","10:01.500","+ 11.400","+ 0.800","","","","german-grand-prix",1954
"153","5","1","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","10:01.800","+ 11.700","+ 0.300","","","","german-grand-prix",1954
"154","6","10","Paul Frere","Belgium","Equipe Gordini","","10:05.900","+ 15.800","+ 4.100","","","","german-grand-prix",1954
"155","7","2","Maurice Trintignant","France","Scuderia Ferrari","","10:07.500","+ 17.400","+ 1.600","","","","german-grand-prix",1954
"156","8","6","Onofre Marimon","Argentina","Officine Alfieri Maserati","","10:11.400","+ 21.300","+ 3.900","","","","german-grand-prix",1954
"157","9","9","Jean Behra","France","Equipe Gordini","","10:11.900","+ 21.800","+ 0.500","","","","german-grand-prix",1954
"158","10","5","Luigi Villoresi","Italy","Officine Alfieri Maserati","","","","","","","","german-grand-prix",1954
"159","11","21","Hermann Lang","Germany","Daimler Benz AG","","10:13.100","+ 23.000","+ 1.200","","","","german-grand-prix",1954
"160","12","24","Robert Manzon","France","Ecurie Rosier","","10:16.100","+ 26.000","+ 3.000","","","","german-grand-prix",1954
"161","13","4","Piero Taruffi","Italy","Scuderia Ferrari","","10:23.000","+ 32.900","+ 6.900","","","","german-grand-prix",1954
"162","14","15","Harry Schell","USA","Harry Schell","","10:28.700","+ 38.600","+ 5.700","","","","german-grand-prix",1954
"163","15","7","Sergio Mantovani","Italy","Officine Alfieri Maserati","","10:39.100","+ 49.000","+ 10.400","","","","german-grand-prix",1954
"164","16","11","Clemar Bucci","Argentina","Equipe Gordini","","10:43.700","+ 53.600","+ 4.600","","","","german-grand-prix",1954
"165","17","8","Roberto Mieres","Argentina","Roberto Mieres","","10:47.000","+ 56.900","+ 3.300","","","","german-grand-prix",1954
"166","18","25","Louis Rosier","France","Ecurie Rosier","","11:04.300","+ 1:14.200","+ 17.300","","","","german-grand-prix",1954
"167","19","14","Prince Bira","Thailand","Prince Bira","","11:10.300","+ 1:20.200","+ 6.000","","","","german-grand-prix",1954
"168","20","12","Andre Pilette","Belgium","Equipe Gordini","","11:13.400","+ 1:23.300","+ 3.100","","","","german-grand-prix",1954
"169","21","22","Theo Helfrich","Germany","","","11:18.300","+ 1:28.200","+ 4.900","","","","german-grand-prix",1954
"170","22","17","Ken Wharton","Great Britain","Owen Racing Organisation","","","","","","","","german-grand-prix",1954
"171","23","19","Karl Kling","Germany","Daimler Benz AG","","","","","","","","german-grand-prix",1954
"172","1","20","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","2:39.500","","","","","","swiss-grand-prix",1954
"173","2","4","Juan Manuel Fangio","Argentina","Daimler Benz AG","","2:39.700","+ 0.200","+ 0.200","","","","swiss-grand-prix",1954
"174","3","32","Stirling Moss","Great Britain","Officine Alfieri Maserati","","2:41.400","+ 1.900","+ 1.700","","","","swiss-grand-prix",1954
"175","4","26","Maurice Trintignant","France","Scuderia Ferrari","","2:41.700","+ 2.200","+ 0.300","","","","swiss-grand-prix",1954
"176","5","8","Karl Kling","Germany","Daimler Benz AG","","2:41.900","+ 2.400","+ 0.200","","","","swiss-grand-prix",1954
"177","6","22","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:43.200","+ 3.700","+ 1.300","","","","swiss-grand-prix",1954
"178","7","6","Hans Herrmann","Germany","Daimler Benz AG","","2:45.000","+ 5.500","+ 1.800","","","","swiss-grand-prix",1954
"179","8","18","Ken Wharton","Great Britain","Owen Racing Organisation","","2:46.200","+ 6.700","+ 1.200","","","","swiss-grand-prix",1954
"180","9","28","Sergio Mantovani","Italy","Officine Alfieri Maserati","","2:56.900","+ 17.400","+ 10.700","","","","swiss-grand-prix",1954
"181","10","12","Clemar Bucci","Argentina","Equipe Gordini","","3:04.100","+ 24.600","+ 7.200","","","","swiss-grand-prix",1954
"182","11","24","Umberto Maglioli","Italy","Scuderia Ferrari","","3:08.200","+ 28.700","+ 4.100","","","","swiss-grand-prix",1954
"183","12","30","Roberto Mieres","Argentina","Officine Alfieri Maserati","","3:09.300","+ 29.800","+ 1.100","","","","swiss-grand-prix",1954
"184","13","34","Harry Schell","USA","Officine Alfieri Maserati","","3:12.100","+ 32.600","+ 2.800","","","","swiss-grand-prix",1954
"185","14","10","Jean Behra","France","Equipe Gordini","","3:16.400","+ 36.900","+ 4.300","","","","swiss-grand-prix",1954
"186","15","14","Fred Wacker","USA","Equipe Gordini","","3:20.300","+ 40.800","+ 3.900","","","","swiss-grand-prix",1954
"187","16","2","Jacques Swaters","Belgium","Ecurie Francorchamps","","3:20.400","+ 40.900","+ 0.100","","","","swiss-grand-prix",1954
"188","17","24","Robert Manzon","France","Scuderia Ferrari","","","","","","","","swiss-grand-prix",1954
"189","18","16","Roy Salvadori","Great Britain","Gilby Engineering","","","","","","","","swiss-grand-prix",1954
"190","1","16","Juan Manuel Fangio","Argentina","Daimler Benz AG","","1:59.000","","","190.588","","","italian-grand-prix",1954
"191","2","34","Alberto Ascari","Italy","Scuderia Ferrari","","1:59.200","+ 0.200","+ 0.200","190.268","","","italian-grand-prix",1954
"192","3","28","Stirling Moss","Great Britain","Officine Alfieri Maserati","","1:59.300","+ 0.300","+ 0.100","190.108","","","italian-grand-prix",1954
"193","4","14","Karl Kling","Germany","Daimler Benz AG","","1:59.600","+ 0.600","+ 0.300","189.632","","","italian-grand-prix",1954
"194","5","32","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","","2:00.000","+ 1.000","+ 0.400","189.000","","","italian-grand-prix",1954
"195","6","22","Luigi Villoresi","Italy","Officine Alfieri Maserati","","2:00.200","+ 1.200","+ 0.200","188.685","","","italian-grand-prix",1954
"196","7","40","Mike Hawthorn","Great Britain","Scuderia Ferrari","","2:00.200","+ 1.200","","188.685","","","italian-grand-prix",1954
"197","8","12","Hans Herrmann","Germany","Daimler Benz AG","","2:01.400","+ 2.400","+ 1.200","186.820","","","italian-grand-prix",1954
"198","9","18","Sergio Mantovani","Italy","Officine Alfieri Maserati","","2:01.600","+ 2.600","+ 0.200","186.513","","","italian-grand-prix",1954
"199","10","24","Roberto Mieres","Argentina","Officine Alfieri Maserati","","2:01.700","+ 2.700","+ 0.100","186.359","","","italian-grand-prix",1954
"200","11","30","Maurice Trintignant","France","Scuderia Ferrari","","2:02.300","+ 3.300","+ 0.600","185.445","","","italian-grand-prix",1954
"201","12","44","Jean Behra","France","Equipe Gordini","","2:02.400","+ 3.400","+ 0.100","185.294","","","italian-grand-prix",1954
"202","13","38","Umberto Maglioli","Italy","Scuderia Ferrari","","2:03.500","+ 4.500","+ 1.100","183.643","","","italian-grand-prix",1954
"203","14","20","Luigi Musso","Italy","Officine Alfieri Maserati","","2:03.500","+ 4.500","","183.643","","","italian-grand-prix",1954
"204","15","6","Robert Manzon","France","Ecurie Rosier","","2:04.700","+ 5.700","+ 1.200","181.876","","","italian-grand-prix",1954
"205","16","10","Peter Collins","Great Britain","Vandervell Products Ltd","","2:05.200","+ 6.200","+ 0.500","181.150","","","italian-grand-prix",1954
"206","17","46","Clemar Bucci","Argentina","Equipe Gordini","","2:05.500","+ 6.500","+ 0.300","180.717","","","italian-grand-prix",1954
"207","18","42","Fred Wacker","USA","Equipe Gordini","","2:08.000","+ 9.000","+ 2.500","177.187","","","italian-grand-prix",1954
"208","19","8","Jorge Daponte","Argentina","Jorge Daponte","","2:09.500","+ 10.500","+ 1.500","175.135","","","italian-grand-prix",1954
"209","20","26","Louis Rosier","France","Officine Alfieri Maserati","","2:11.000","+ 12.000","+ 1.500","173.129","","","italian-grand-prix",1954
"210","","2","Giovanni de Riu","Italy","Giovanni de Riu","","3:47.900","+ 1:48.900","+ 1:36.900","99.517","","","italian-grand-prix",1954
