"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"174","2","24","Mike Hawthorn","Great Britain","Scuderia Ferrari","50","2:16:40.550","+ 5:12.750","+ 5:12.750","","2:32.370","36","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"175","3","6","Stuart Lewis-Evans","Great Britain","Vandervell Products","49","","1 Lap","1 Lap","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"176","4","8","Jean Behra","France","Owen Racing Organisation","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"177","5","22","Wolfgang von Trips","Germany","Scuderia Ferrari","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"178","6","10","Harry Schell","USA","Owen Racing Organisation","49","","1 Lap","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"179","7","14","Jack Brabham","Australia","Cooper Car Co","48","","2 Laps","1 Lap","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"180","8","12","Maurice Trintignant","France","R R C Walker Racing Team","48","","2 Laps","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"181","9","16","Roy Salvadori","Great Britain","Cooper Car Co","46","","4 Laps","2 Laps","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"182","DNF","28","Carroll Shelby","USA","Scuderia Centro Sud","47","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"183","DNF","4","Tony Brooks","Great Britain","Vandervell Products","37","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"184","DNF","20","Graham Hill","Great Britain","Team Lotus","25","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"185","DNF","18","Cliff Allison","Great Britain","Scuderia Centro Sud","15","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"186","DNF","32","Jo Bonnier","Sweden","Ecurie Bonnier","9","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"187","DNF","30","Maria Teresa de Filippis","Italy","Scuderia Centro Sud","6","","","","","","","Aug 24, 1958","Circuito da Boavista","portuguese-grand-prix",1958
"188","1","8","Stirling Moss","Great Britain","Vandervell Products","53","2:09:15.100","","","","2:22.500","21","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"189","2","6","Mike Hawthorn","Great Britain","Scuderia Ferrari","53","2:10:39.800","+ 1:24.700","+ 1:24.700","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"190","3","4","Phil Hill","USA","Scuderia Ferrari","53","2:10:40.600","+ 1:25.500","+ 0.800","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"191","4","18","Jo Bonnier","Sweden","Owen Racing Organisation","53","2:11:01.800","+ 1:46.700","+ 21.200","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"192","5","16","Harry Schell","USA","Owen Racing Organisation","53","2:11:48.800","+ 2:33.700","+ 47.000","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"193","6","22","Masten Gregory","USA","Temple Buell","52","","1 Lap","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"194","7","28","Roy Salvadori","Great Britain","Cooper Car Co","51","","2 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"195","8","30","Jack Fairman","Great Britain","Cooper Car Co","50","","3 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"196","9","38","Hans Herrmann","Germany","Ecurie Bonnier","50","","3 Laps","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"197","10","34","Cliff Allison","Great Britain","Team Lotus","49","","4 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"198","11","26","Gerino Gerini","Italy","Scuderia Centro Sud","48","","5 Laps","1 Lap","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"199","12","32","Graham Hill","Great Britain","Team Lotus","45","","8 Laps","3 Laps","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"200","DNF","12","Stuart Lewis-Evans","Great Britain","Vandervell Products","41","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"201","DNF","10","Tony Brooks","Great Britain","Vandervell Products","29","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"202","DNF","2","Olivier Gendebien","Belgium","Scuderia Ferrari","29","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"203","DNF","14","Jean Behra","France","Owen Racing Organisation","26","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"204","DNF","24","Wolfgang Seidel","Germany","Rob Walker Racing Team","15","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"205","DNF","20","Ron Flockhart","Great Britain","Owen Racing Organisation","15","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
"206","DNF","36","Maurice Trintignant","France","R R C Walker Racing Team","9","","","","","","","Oct 19, 1958","Ain-Diab","moroccan-grand-prix",1958
