"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"172","6","38","Olivier Gendebien","Belgium","Scuderia Ferrari","71","","1 Lap","","","1:43.300","19","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"173","7","2","Harry Schell","USA","Owen Racing Organisation","70","","2 Laps","1 Lap","","1:44.900","37","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"174","8","6","Jo Bonnier","Sweden","Owen Racing Organisation","70","","2 Laps","","","1:43.800","5","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"175","9","16","Maurice Trintignant","France","R R C Walker Racing Team","70","","2 Laps","","","1:44.200","31","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"176","10","26","Carroll Shelby","USA","David Brown Corporation","70","","2 Laps","","","1:45.400","65","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"177","11","40","Colin Davis","Great Britain","Scuderia Centro Sud","68","","4 Laps","2 Laps","","1:45.500","26","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"178","12","10","Giorgio Scarlatti","Italy","Cooper Car Co","68","","4 Laps","","","1:45.200","48","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"179","13","4","Ron Flockhart","Great Britain","Owen Racing Organisation","67","","5 Laps","1 Lap","","1:44.700","30","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"180","14","42","Ian Burgess","Great Britain","Scuderia Centro Sud","67","","5 Laps","","","1:45.300","31","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"181","15","28","Giulio Cabianca","Italy","Ottorino Volonterio","64","","8 Laps","3 Laps","","1:53.400","29","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"182","DNF","24","Roy Salvadori","Great Britain","David Brown Corporation","44","","","","","1:44.700","33","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"183","DNF","8","Bruce McLaren","New Zealand","Cooper Car Co","22","","","","","1:42.800","6","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"184","DNF","22","Jack Fairman","Great Britain","High Efficiency Motors","18","","","","","1:51.600","18","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"185","DNF","20","Innes Ireland","Great Britain","Team Lotus","14","","","","","1:44.800","2","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"186","DNF","18","Graham Hill","Great Britain","Team Lotus","1","","","","","1:57.700","1","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"187","DNF","30","Tony Brooks","Great Britain","Scuderia Ferrari","","","","","","","","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
