"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"50","DNF","87","Red Amick","USA","LeRoy E Foutch Jr","45","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"51","DNF","8","Len Sutton","USA","Wolcott Memorial Racing Team","34","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"52","DNF","6","Jimmy Bryan","USA","George Salih","1","","","","","","","May 30, 1959","Indianapolis Motor Speedway","indianapolis-500",1959
"53","1","12","Jack Brabham","Australia","Cooper Car Co","75","2:30:11.600","","","","1:57.800","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"54","2","6","Stirling Moss","Great Britain","British Racing Partnership","75","2:30:33.800","+ 22.200","+ 22.200","","1:57.000","69","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"55","3","16","Bruce McLaren","New Zealand","Cooper Car Co","75","2:30:34.000","+ 22.400","+ 0.200","","1:57.000","75","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"56","4","8","Harry Schell","USA","Owen Racing Organisation","74","","1 Lap","1 Lap","","1:59.400","26","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"57","5","18","Maurice Trintignant","France","R R C Walker Racing Team","74","","1 Lap","","","1:59.200","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"58","6","2","Roy Salvadori","Great Britain","David Brown Corporation","74","","1 Lap","","","2:00.400","37","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"59","7","14","Masten Gregory","USA","Cooper Car Co","73","","2 Laps","1 Lap","","1:58.800","70","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"60","8","30","Alan Stacey","Great Britain","Team Lotus","71","","4 Laps","2 Laps","","2:04.200","6","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"61","9","28","Graham Hill","Great Britain","Team Lotus","70","","5 Laps","1 Lap","","2:01.600","8","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"62","10","48","Chris Bristow","Great Britain","British Racing Partnership","70","","5 Laps","","","2:05.800","39","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"63","11","58","Henry Taylor","Great Britain","R H H Parnell","69","","6 Laps","1 Lap","","2:07.400","29","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"64","12","52","Peter Ashdown","Great Britain","Alan Brown Equipe","69","","6 Laps","","","2:08.200","61","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"65","13","46","Ivor Bueb","Great Britain","British Racing Partnership","69","","6 Laps","","","2:08.000","16","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"66","DNF","4","Carroll Shelby","USA","David Brown Corporation","69","","","","","2:00.000","45","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"67","DNF","40","Fritz d'Orey","Brazil","Scuderia Centro Sud","57","","","","","2:01.800","17","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"68","DNF","42","Ron Flockhart","Great Britain","Owen Racing Organisation","53","","","","","2:00.200","49","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"69","DNF","38","Jack Fairman","Great Britain","High Efficiency Motors","39","","","","","2:05.800","28","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"70","DNF","10","Jo Bonnier","Sweden","Owen Racing Organisation","37","","","","","2:01.200","35","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"71","DNF","22","Ian Burgess","Great Britain","Scuderia Centro Sud","31","","","","","2:00.400","10","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"72","DNF","24","Hans Herrmann","Germany","Scuderia Centro Sud","21","","","","","2:07.200","16","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"73","DNF","64","David Piper","Great Britain","Dorchester Service Station","19","","","","","2:10.200","12","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"74","DNF","36","Brian Naylor","Great Britain","","18","","","","","2:02.000","2","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"75","DNF","50","Mike Taylor","Great Britain","Alan Brown Equipe","17","","","","","2:11.000","15","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"76","DNF","20","Tony Brooks","Great Britain","Vandervell Products","13","","","","","2:05.600","6","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"77","DNQ","54","Keith Greene","Great Britain","Gilby Engineering","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"78","DNQ","56","Bill Moss","Great Britain","United Racing Stable","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"79","DNQ","60","Mike Parkes","Great Britain","","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"80","DNQ","62","Dennis Taylor","Great Britain","Dennis Taylor","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"81","DNQ","44","Trevor Taylor","Great Britain","Ace Garage - Rotherham","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"82","DNQ","66","Tim Parnell","Great Britain","R H H Parnell","","","","","","","","Jul 18, 1959","Aintree Motor Racing Circuit","british-grand-prix",1959
"83","1","24","Jack Brabham","Australia","Cooper Car Co","100","2:55:51.300","","","107.300","1:40.400","83","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"84","2","50","Tony Brooks","Great Britain","Scuderia Ferrari","100","2:56:11.700","+ 20.400","+ 20.400","107.100","1:42.500","47","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"85","3","32","Maurice Trintignant","France","R R C Walker Racing Team","98","","2 Laps","2 Laps","","1:44.400","42","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"86","4","48","Phil Hill","USA","Scuderia Ferrari","97","","3 Laps","1 Lap","","1:44.200","14","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"87","5","22","Bruce McLaren","New Zealand","Cooper Car Co","96","","4 Laps","1 Lap","","1:44.400","45","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"88","6","38","Roy Salvadori","Great Britain","High Efficiency Motors","83","","17 Laps","13 Laps","","1:43.700","60","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"89","DNF","30","Stirling Moss","Great Britain","R R C Walker Racing Team","81","","","","","1:42.300","80","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"90","DNF","20","Ron Flockhart","Great Britain","Owen Racing Organisation","64","","","","","1:45.700","42","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"91","DNF","16","Harry Schell","USA","Owen Racing Organisation","48","","","","","1:44.000","45","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"92","DNF","18","Jo Bonnier","Sweden","Owen Racing Organisation","44","","","","","1:45.000","17","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"93","DNF","46","Jean Behra","France","Scuderia Ferrari","24","","","","","1:43.600","20","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"94","DNF","40","Graham Hill","Great Britain","Team Lotus","21","","","","","1:46.800","15","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"95","DNF","26","Masten Gregory","USA","Cooper Car Co","6","","","","","1:49.100","4","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"96","DNF","6","Wolfgang von Trips","Germany","Dr Ing F Porsche KG","1","2:01.000","","","93.600","2:01.000","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"97","DNF","52","Cliff Allison","Great Britain","Scuderia Ferrari","1","2:02.100","","","92.700","2:02.100","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"98","DNF","44","Bruce Halford","Great Britain","John Fisher","1","2:02.700","","","92.300","2:02.700","1","May 10, 1959","Circuit de Monaco","monaco-grand-prix",1959
"99","1","24","Tony Brooks","Great Britain","Scuderia Ferrari","50","2:01:26.500","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"100","2","26","Phil Hill","USA","Scuderia Ferrari","50","2:01:54.000","+ 27.500","+ 27.500","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"101","3","8","Jack Brabham","Australia","Cooper Car Co","50","2:03:04.200","+ 1:37.700","+ 1:10.200","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"102","4","22","Olivier Gendebien","Belgium","Scuderia Ferrari","50","2:03:14.000","+ 1:47.500","+ 9.800","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"103","5","12","Bruce McLaren","New Zealand","Cooper Car Co","50","2:03:14.200","+ 1:47.700","+ 0.200","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"104","6","44","Ron Flockhart","Great Britain","Owen Racing Organisation","50","2:03:32.200","+ 2:05.700","+ 18.000","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"105","7","6","Harry Schell","USA","Owen Racing Organisation","47","","3 Laps","3 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"106","8","40","Giorgio Scarlatti","Italy","Scuderia Ugolini","41","","9 Laps","6 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"107","9","42","Carel Godin de Beaufort","Netherlands","Scuderia Ugolini","40","","10 Laps","1 Lap","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"108","10","38","Fritz d'Orey","Brazil","Scuderia Centro Sud","40","","10 Laps","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"109","11","14","Maurice Trintignant","France","R R C Walker Racing Team","36","","14 Laps","4 Laps","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"110","DSQ","2","Stirling Moss","Great Britain","British Racing Partnership","42","","","","","2:22.800","40","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"111","DNF","30","Jean Behra","France","Scuderia Ferrari","31","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"112","DNF","16","Roy Salvadori","Great Britain","High Efficiency Motors","20","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"113","DNF","28","Dan Gurney","USA","Scuderia Ferrari","19","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"114","DNF","34","Innes Ireland","Great Britain","Team Lotus","14","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"115","DNF","18","Ian Burgess","Great Britain","Scuderia Centro Sud","13","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"116","DNF","10","Masten Gregory","USA","Cooper Car Co","8","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"117","DNF","32","Graham Hill","Great Britain","Team Lotus","7","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"118","DNF","20","Colin Davis","Great Britain","Scuderia Centro Sud","7","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"119","DNF","4","Jo Bonnier","Sweden","Owen Racing Organisation","6","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"120","DNA","36","Azdrubal Fontes","Uruguay","Scuderia Centro Sud","","","","","","","","Jul 5, 1959","Reims-Gueux","french-grand-prix",1959
"121","1","7","Jo Bonnier","Sweden","Owen Racing Organisation","75","2:05:26.800","","","","1:37.200","7","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"122","2","8","Jack Brabham","Australia","Cooper Car Co","75","2:05:41.000","+ 14.200","+ 14.200","","1:38.400","17","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"123","3","9","Masten Gregory","USA","Cooper Car Co","75","2:06:49.800","+ 1:23.000","+ 1:08.800","","1:38.600","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"124","4","12","Innes Ireland","Great Britain","Team Lotus","74","","1 Lap","1 Lap","","1:38.600","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"125","5","1","Jean Behra","France","Scuderia Ferrari","74","","1 Lap","","","1:39.600","23","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"126","6","3","Phil Hill","USA","Scuderia Ferrari","73","","2 Laps","1 Lap","","1:38.300","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"127","7","14","Graham Hill","Great Britain","Team Lotus","73","","2 Laps","","","1:38.700","13","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"128","8","10","Maurice Trintignant","France","R R C Walker Racing Team","73","","2 Laps","","","1:38.400","18","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"129","9","16","Cliff Allison","Great Britain","Scuderia Ferrari","71","","4 Laps","2 Laps","","1:41.800","2","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"130","10","15","Carel Godin de Beaufort","Netherlands","Ecurie Maarsbergen","68","","7 Laps","3 Laps","","1:46.400","21","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"131","DNF","11","Stirling Moss","Great Britain","R R C Walker Racing Team","62","","","","","1:36.600","42","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"132","DNF","6","Harry Schell","USA","Owen Racing Organisation","46","","","","","1:38.300","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"133","DNF","2","Tony Brooks","Great Britain","Scuderia Ferrari","42","","","","","1:38.900","10","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"134","DNF","5","Carroll Shelby","USA","David Brown Corporation","25","","","","","1:39.900","4","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"135","DNF","4","Roy Salvadori","Great Britain","David Brown Corporation","3","","","","","1:40.200","2","May 31, 1959","Circuit Zandvoort","dutch-grand-prix",1959
"136","1","4","Stirling Moss","Great Britain","R R C Walker Racing Team","62","2:11:55.410","","","","2:05.070","28","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"137","2","2","Masten Gregory","USA","Cooper Car Co","61","","1 Lap","1 Lap","","2:07.330","5","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"138","3","16","Dan Gurney","USA","Scuderia Ferrari","61","","1 Lap","","","2:07.850","6","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"139","4","5","Maurice Trintignant","France","R R C Walker Racing Team","60","","2 Laps","1 Lap","","2:08.050","5","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"140","5","6","Harry Schell","USA","Owen Racing Organisation","59","","3 Laps","1 Lap","","2:11.370","6","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"141","6","10","Roy Salvadori","Great Britain","David Brown Corporation","59","","3 Laps","","","2:12.560","19","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"142","7","8","Ron Flockhart","Great Britain","Owen Racing Organisation","59","","3 Laps","","","2:10.170","10","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"143","8","9","Carroll Shelby","USA","David Brown Corporation","58","","4 Laps","1 Lap","","2:14.990","18","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"144","9","14","Tony Brooks","Great Britain","Scuderia Ferrari","57","","5 Laps","1 Lap","","2:11.550","10","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"145","10","18","Nicha Cabral","Portugal","Scuderia Centro Sud","56","","6 Laps","1 Lap","","2:16.910","40","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"146","DNF","3","Bruce McLaren","New Zealand","Cooper Car Co","38","","","","","2:07.530","13","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"147","DNF","1","Jack Brabham","Australia","Cooper Car Co","23","","","","","2:06.980","11","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"148","DNF","7","Jo Bonnier","Sweden","Owen Racing Organisation","10","","","","","2:13.170","3","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"149","DNF","15","Phil Hill","USA","Scuderia Ferrari","5","","","","","2:09.800","5","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"150","DNF","11","Graham Hill","Great Britain","Team Lotus","5","","","","","2:12.400","5","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"151","DNF","12","Innes Ireland","Great Britain","Team Lotus","3","","","","","2:31.430","1","Aug 23, 1959","Monsanto Park Circuit","portuguese-grand-prix",1959
"152","1","4","Tony Brooks","Great Britain","Scuderia Ferrari","60","2:09:31.600","","","","2:04.500","18","Aug 2, 1959","AVUS","german-grand-prix",1959
"153","2","6","Dan Gurney","USA","Scuderia Ferrari","60","2:09:34.500","+ 2.900","+ 2.900","","2:04.800","13","Aug 2, 1959","AVUS","german-grand-prix",1959
"154","3","5","Phil Hill","USA","Scuderia Ferrari","60","2:10:36.400","+ 1:04.800","+ 1:01.900","","2:05.300","36","Aug 2, 1959","AVUS","german-grand-prix",1959
"155","4","8","Maurice Trintignant","France","R R C Walker Racing Team","59","","1 Lap","1 Lap","","2:05.900","27","Aug 2, 1959","AVUS","german-grand-prix",1959
"156","5","9","Jo Bonnier","Sweden","Owen Racing Organisation","58","","2 Laps","1 Lap","","2:07.700","3","Aug 2, 1959","AVUS","german-grand-prix",1959
"157","6","18","Ian Burgess","Great Britain","Scuderia Centro Sud","56","","4 Laps","2 Laps","","2:13.400","22","Aug 2, 1959","AVUS","german-grand-prix",1959
"158","7","10","Harry Schell","USA","Owen Racing Organisation","49","","11 Laps","7 Laps","","2:07.100","31","Aug 2, 1959","AVUS","german-grand-prix",1959
"159","DNF","2","Bruce McLaren","New Zealand","Cooper Car Co","36","","","","","2:05.800","28","Aug 2, 1959","AVUS","german-grand-prix",1959
"160","DNF","11","Hans Herrmann","Germany","British Racing Partnership","36","","","","","2:09.900","21","Aug 2, 1959","AVUS","german-grand-prix",1959
"161","DNF","3","Masten Gregory","USA","Cooper Car Co","23","","","","","2:04.600","18","Aug 2, 1959","AVUS","german-grand-prix",1959
"162","DNF","1","Jack Brabham","Australia","Cooper Car Co","15","","","","","2:06.800","7","Aug 2, 1959","AVUS","german-grand-prix",1959
"163","DNF","16","Graham Hill","Great Britain","Team Lotus","10","","","","","2:10.400","2","Aug 2, 1959","AVUS","german-grand-prix",1959
"164","DNF","15","Innes Ireland","Great Britain","Team Lotus","7","","","","","2:22.600","6","Aug 2, 1959","AVUS","german-grand-prix",1959
"165","DNF","17","Cliff Allison","Great Britain","Scuderia Ferrari","2","","","","","2:12.000","2","Aug 2, 1959","AVUS","german-grand-prix",1959
"166","DNF","7","Stirling Moss","Great Britain","R R C Walker Racing Team","1","","","","","2:19.000","1","Aug 2, 1959","AVUS","german-grand-prix",1959
"167","1","14","Stirling Moss","Great Britain","R R C Walker Racing Team","72","2:04:05.400","","","","1:41.000","38","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"168","2","32","Phil Hill","USA","Scuderia Ferrari","72","2:04:52.100","+ 46.700","+ 46.700","","1:40.400","32","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"169","3","12","Jack Brabham","Australia","Cooper Car Co","72","2:05:17.900","+ 1:12.500","+ 25.800","","1:43.100","13","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"170","4","36","Dan Gurney","USA","Scuderia Ferrari","72","2:05:25.000","+ 1:19.600","+ 7.100","","1:41.500","27","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
"171","5","34","Cliff Allison","Great Britain","Scuderia Ferrari","71","","1 Lap","1 Lap","","1:41.800","29","Sep 13, 1959","Autodromo Nazionale Monza","italian-grand-prix",1959
