"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"20","DNF","136","Rudolf Krause","Germany","Rudolf Krause","3","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"21","DNF","118","Rudolf Schoeller","Switzerland","Ecurie Espadon","3","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"22","DNF","114","Bill Aston","Great Britain","W S Aston","2","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"23","DNF","109","Maurice Trintignant","France","Equipe Gordini","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"24","DNF","127","Paul Pietsch","Germany","Motor Press Verlag","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"25","DNF","112","Paul Frere","Belgium","HW Motors","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"26","DNF","122","Theo Helfrich","Germany","Theo Helfrich","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"27","DNF","129","Josef Peters","Germany","Josef Peters","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"28","DNF","104","Piero Carini","Italy","Scuderia Marzotto","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"29","DSQ","105","Felice Bonetto","Italy","Officine Alfieri Maserati","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"30","DNF","115","Gino Bianco","Brazil","Escuderia Bandeirantes","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"31","DNS","133","Willi Krakau","Switzerland","Willi Krakau","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"32","DNS","131","Ludwig Fischer","Germany","Ludwig Fischer","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"33","1","30","Piero Taruffi","Italy","Scuderia Ferrari","62","3:01:46.100","","","","2:49.100","46","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"34","2","42","RudI Fischer","Switzerland","Ecurie Espadon","62","3:04:23.300","+ 2:37.200","+ 2:37.200","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"35","3","6","Jean Behra","France","Equipe Gordini","61","","1 Lap","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"36","4","22","Ken Wharton","Great Britain","Scuderia Franera","60","","2 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"37","5","26","Alan Brown","Great Britain","Ecurie Richmond","59","","3 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"38","6","38","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","58","","4 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"39","7","44","Peter Hirt","Switzerland","Ecurie Espadon","56","","6 Laps","2 Laps","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"40","8","24","Eric Brandon","Great Britain","Ecurie Richmond","55","","7 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"41","DNF","10","Prince Bira","Thailand","Equipe Gordini","52","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"42","DNF","32","Nino Farina","Italy","Scuderia Ferrari","51","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"43","DNF","32","Andre Simon","France","Scuderia Ferrari","51","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"44","DNF","40","Harry Schell","USA","Scuderia Enrico Platé","31","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"45","DNF","46","Stirling Moss","Great Britain","HW Motors","24","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"46","DNF","20","Lance Macklin","Great Britain","HW Motors","24","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"47","DNF","8","Robert Manzon","France","Equipe Gordini","20","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"48","DNF","28","Nino Farina","Italy","Scuderia Ferrari","16","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"49","DNF","18","Peter Collins","Great Britain","HW Motors","12","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"50","DNF","16","George Abecassis","Great Britain","HW Motors","12","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"51","DNF","2","Hans Von Stuck","Germany","AFM","4","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"52","DNF","4","Toni Ulmen","Germany","Toni Ulmen","4","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"53","DNF","12","Louis Rosier","France","Ecurie Rosier","2","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"54","DNF","50","Max de Terra","Switzerland","Alfred Dattner","1","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"55","1","98","Troy Ruttman","USA","J C Agajanian","200","3:52:41.880","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"56","2","59","Jim Rathmann","USA","Grancor Auto Specialists","200","3:56:44.210","+ 4:02.330","+ 4:02.330","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"57","3","18","Sam Hanks","USA","Ed Walsh","200","3:58:53.490","+ 6:11.610","+ 2:09.280","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"58","4","1","Duane Carter","USA","Murrell Belanger","200","3:59:30.220","+ 6:48.340","+ 36.730","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"59","5","33","Art Cross","USA","Ray T Brady","200","4:01:22.030","+ 8:40.150","+ 1:51.810","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"60","6","77","Jimmy Bryan","USA","Peter Schmidt","200","4:02:06.200","+ 9:24.320","+ 44.170","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"61","7","37","Jimmy Reece","USA","John Zink","200","4:03:17.120","+ 10:35.240","+ 1:10.920","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"62","8","54","George Connor","USA","Federal Auto Associates","200","4:04:42.490","+ 12:00.610","+ 1:25.370","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"63","9","22","Cliff Griffith","USA","Tom Sarafoff","200","4:05:05.640","+ 12:23.760","+ 23.150","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"64","10","5","Johnnie Parsons","USA","Jim Robbins","200","4:06:19.660","+ 13:37.780","+ 1:14.020","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"65","11","4","Jack McGrath","USA","Jack B Hinkle","200","4:07:03.600","+ 14:21.720","+ 43.940","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"66","12","29","Jim Rigsby","USA","Bob Estes","200","4:08:46.980","+ 16:05.100","+ 1:43.380","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"67","13","14","Joe James","USA","Ed Walsh","200","4:09:37.530","+ 16:55.650","+ 50.550","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"68","14","7","Bill Schindler","USA","H A Chapman","200","4:11:30.540","+ 18:48.660","+ 1:53.010","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"69","15","65","George Fonder","USA","George H Leitenberger","197","","3 Laps","3 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"70","16","81","Eddie Johnson","USA","Pete Salemi","193","","7 Laps","4 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"71","17","26","Bill Vukovich","USA","Howard Keck Co","191","","9 Laps","2 Laps","","1:06.600","8","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"72","18","16","Chuck Stevenson","USA","Bessie Lee Paoli","187","","13 Laps","4 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"73","19","2","Henry Banks","USA","Lindsey Hopkins","184","","16 Laps","3 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"74","20","8","Manny Ayulo","USA","Coast Grain Co","184","","16 Laps","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"75","21","31","Johnny McDowell","USA","Roger Wolcott","182","","18 Laps","2 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"76","DNF","48","Spider Webb","USA","Vincent Granatelli","162","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"77","DNF","34","Rodger Ward","USA","Federal Auto Associates","130","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"78","DNF","27","Tony Bettenhausen","USA","Earl F Slick","93","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"79","DNF","36","Duke Nalon","USA","Lewis W Welch","84","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"80","DNF","73","Bob Sweikert","USA","Lee Elkins","77","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"81","DNF","28","Fred Agabashian","USA","Cummins Engine Co","71","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"82","DNF","67","Gene Hartley","USA","Mel B Wiggers","65","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"83","DNF","93","Bob Scott","USA","Ludson D Morris","49","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"84","DNF","21","Chet Miller","USA","Lewis W Welch","41","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"85","DNF","12","Alberto Ascari","Italy","Scuderia Ferrari","40","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"86","DNF","55","Bobby Ball","USA","Rotary Engineering Corp","34","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"87","DNF","9","Andy Linden","USA","Hart Fullerton","20","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"88","1","4","Alberto Ascari","Italy","Scuderia Ferrari","36","3:03:46.300","","","","4:55.000","2","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"89","2","2","Nino Farina","Italy","Scuderia Ferrari","36","3:05:41.500","+ 1:55.200","+ 1:55.200","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"90","3","14","Robert Manzon","France","Equipe Gordini","36","3:08:14.700","+ 4:28.400","+ 2:33.200","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"91","4","8","Mike Hawthorn","Great Britain","Leslie Hawthorn","35","","1 Lap","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"92","5","28","Paul Frere","Belgium","HW Motors","34","","2 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"93","6","10","Alan Brown","Great Britain","Ecurie Richmond","34","","2 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"94","7","34","Charles de Tornaco","Belgium","Ecurie Francorchamps","33","","3 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"95","8","18","Johnny Claes","Belgium","Equipe Gordini","33","","3 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"96","9","12","Eric Brandon","Great Britain","Ecurie Richmond","33","","3 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"97","10","20","Prince Bira","Thailand","Equipe Gordini","32","","4 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"98","11","24","Lance Macklin","Great Britain","HW Motors","32","","4 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"99","12","30","Roger Laurent","Great Britain","HW Motors","32","","4 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"100","13","38","Arthur Legat","Belgium","Arthur Legat","31","","5 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"101","14","44","Robert O'Brien","USA","Robert OBrien","30","","6 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"102","15","42","Tony Gaze","Australia","Tony Gaze","30","","6 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"103","DNF","40","Robin Montgomerie-Charrington","Great Britain","Robin Montgomerie-Charrington","17","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"104","DNF","6","Piero Taruffi","Italy","Scuderia Ferrari","13","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"105","DNF","16","Jean Behra","France","Equipe Gordini","13","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"106","DNF","36","Ken Wharton","Great Britain","Scuderia Franera","10","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"107","DNF","22","Louis Rosier","France","Ecurie Rosier","6","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"108","DNF","26","Peter Collins","Great Britain","HW Motors","3","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"109","DNF","32","Stirling Moss","Great Britain","ERA","","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"110","1","15","Alberto Ascari","Italy","Scuderia Ferrari","85","2:44:11.000","","","","1:52.000","9","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"111","2","17","Piero Taruffi","Italy","Scuderia Ferrari","84","","1 Lap","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"112","3","9","Mike Hawthorn","Great Britain","Leslie Hawthorn","83","","2 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"113","4","6","Dennis Poore","Great Britain","Connaught Engineering","83","","2 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"114","5","5","Eric Thompson","Great Britain","Connaught Engineering","82","","3 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"115","6","16","Nino Farina","Italy","Scuderia Ferrari","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"116","7","8","Reg Parnell","Great Britain","Archie Bryde","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"117","8","14","Roy Salvadori","Great Britain","G Caprara","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"118","9","4","Ken Downing","Great Britain","Connaught Engineering","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"119","10","21","Peter Whitehead","Great Britain","Peter Whitehead","81","","4 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"120","11","26","Prince Bira","Thailand","Equipe Gordini","81","","4 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"121","12","1","Graham Whitehead","Great Britain","Peter Whitehead","80","","5 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"122","13","19","RudI Fischer","Switzerland","Ecurie Espadon","80","","5 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"123","14","27","Johnny Claes","Belgium","Ecurie Belge","79","","6 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"124","15","31","Lance Macklin","Great Britain","HW Motors","79","","6 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"125","16","3","Kenneth McAlpine","Great Britain","Connaught Engineering","79","","6 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"126","17","33","Harry Schell","USA","Scuderia Enrico Platé","78","","7 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"127","18","34","Gino Bianco","Brazil","Escuderia Bandeirantes","77","","8 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"128","19","32","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","76","","9 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"129","20","10","Eric Brandon","Great Britain","Ecurie Richmond","76","","9 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"130","21","23","Tony Crook","Great Britain","Tony Crook","75","","10 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"131","22","11","Alan Brown","Great Britain","Ecurie Richmond","69","","16 Laps","6 Laps","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"132","DNF","29","Peter Collins","Great Britain","HW Motors","73","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"133","DNF","30","Duncan Hamilton","Great Britain","HW Motors","44","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"134","DNF","12","Stirling Moss","Great Britain","ERA","36","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"135","DNF","25","Maurice Trintignant","France","Equipe Gordini","21","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"136","DNF","28","Tony Gaze","Australia","Tony Gaze","19","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"137","DNF","7","David Murray","Great Britain","Ecurie Ecosse","14","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"138","DNF","24","Robert Manzon","France","Equipe Gordini","9","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"139","DNF","20","Peter Hirt","Switzerland","Ecurie Espadon","3","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"140","DNF","35","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"141","DNS","2","Bill Aston","Great Britain","W S Aston","","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"142","1","2","Alberto Ascari","Italy","Scuderia Ferrari","90","2:53:28.500","","","","1:49.800","89","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"143","2","4","Nino Farina","Italy","Scuderia Ferrari","90","2:54:08.600","+ 40.100","+ 40.100","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"144","3","6","Luigi Villoresi","Italy","Scuderia Ferrari","90","2:55:02.900","+ 1:34.400","+ 54.300","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"145","4","32","Mike Hawthorn","Great Britain","Leslie Hawthorn","88","","2 Laps","2 Laps","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"146","5","10","Robert Manzon","France","Equipe Gordini","87","","3 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"147","6","12","Maurice Trintignant","France","Equipe Gordini","87","","3 Laps","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"148","7","28","Duncan Hamilton","Great Britain","HW Motors","85","","5 Laps","2 Laps","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"149","8","26","Lance Macklin","Great Britain","HW Motors","84","","6 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"150","9","16","Jan Flinterman","Netherlands","Escuderia Bandeirantes","83","","7 Laps","1 Lap","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"151","9","16","Chico Landi","Brazil","Escuderia Bandeirantes","83","","7 Laps","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"152","DNF","34","Ken Wharton","Great Britain","Scuderia Franera","76","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"153","DNF","36","Stirling Moss","Great Britain","ERA","73","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"154","DNF","30","Dries van der Lof","Netherlands","HW Motors","70","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"155","DNF","22","Ken Downing","Great Britain","Ken Downing","27","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"156","DNF","24","Charles de Tornaco","Belgium","Ecurie Francorchamps","19","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"157","DNF","14","Paul Frere","Belgium","Ecurie Belge","15","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"158","DNF","8","Jean Behra","France","Equipe Gordini","10","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"159","DNF","20","Jan Flinterman","Netherlands","Escuderia Bandeirantes","7","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"160","DNF","18","Gino Bianco","Brazil","Escuderia Bandeirantes","4","","","","","","","Aug 17, 1952","Circuit Zandvoort","dutch-grand-prix",1952
"161","1","12","Alberto Ascari","Italy","Scuderia Ferrari","80","2:50:45.600","","","177.100","2:06.100","56","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"162","2","26","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","80","2:51:47.400","+ 1:01.800","+ 1:01.800","176.000","2:06.100","57","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"163","3","16","Luigi Villoresi","Italy","Scuderia Ferrari","80","2:52:49.800","+ 2:04.200","+ 1:02.400","175.000","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"164","4","10","Nino Farina","Italy","Scuderia Ferrari","80","2:52:57.000","+ 2:11.400","+ 7.200","174.800","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"165","5","22","Felice Bonetto","Italy","Officine Alfieri Maserati","79","2:51:46.300","1 Lap","1 Lap","173.800","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"166","6","8","Andre Simon","France","Scuderia Ferrari","79","2:52:18.400","1 Lap","+ 32.100","173.300","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"167","7","14","Piero Taruffi","Italy","Scuderia Ferrari","77","2:51:42.800","3 Laps","2 Laps","169.500","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"168","8","48","Chico Landi","Brazil","Escuderia Bandeirantes","76","2:51:04.500","4 Laps","1 Lap","167.900","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"169","9","40","Ken Wharton","Great Britain","Scuderia Franera","76","2:52:33.300","4 Laps","+ 1:28.800","166.500","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"170","10","62","Louis Rosier","France","Ecurie Rosier","75","2:51:53.500","5 Laps","1 Lap","164.900","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"171","11","50","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","75","2:52:36.600","5 Laps","+ 43.100","164.200","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"172","12","30","Dennis Poore","Great Britain","Connaught Engineering","74","","6 Laps","1 Lap","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"173","13","36","Eric Brandon","Great Britain","Ecurie Richmond","73","","7 Laps","1 Lap","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"174","14","2","Robert Manzon","France","Equipe Gordini","71","","9 Laps","2 Laps","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"175","15","38","Alan Brown","Great Britain","Ecurie Richmond","68","","12 Laps","3 Laps","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"176","DNF","32","Stirling Moss","Great Britain","Connaught Engineering","60","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
"177","DNF","46","Gino Bianco","Brazil","Escuderia Bandeirantes","46","","","","","","","Sep 7, 1952","Autodromo Nazionale Monza","italian-grand-prix",1952
