"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"22","6","28","Luigi Villoresi","Italy","Scuderia Ferrari","62","3:02:47.510","3 Laps","+ 27.210","148.155","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"23","7","20","Ken Wharton","Great Britain","Ken Wharton","62","3:04:51.510","3 Laps","+ 2:04.000","146.499","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"24","8","40","Max de Terra","Switzerland","Ecurie Espadon","51","","14 Laps","11 Laps","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"25","9","18","Albert Scherrer","Switzerland","HW Motors","49","3:03:59.670","16 Laps","2 Laps","116.325","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"26","DNF","4","Chico Landi","Brazil","Escuderia Bandeirantes","54","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"27","DNF","42","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","49","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"28","DNF","36","Onofre Marimon","Argentina","Officine Alfieri Maserati","46","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"29","DNF","8","Maurice Trintignant","France","Equipe Gordini","43","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"30","DNF","6","Jean Behra","France","Equipe Gordini","37","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"31","DNF","30","Felice Bonetto/Juan Manuel Fangio/","Italy","Officine Alfieri Maserati","29","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"32","DNF","16","Lance Macklin","Great Britain","HW Motors","29","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"33","DNF","38","Peter Hirt","Switzerland","Ecurie Espadon","17","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"34","DNF","14","Paul Frere","Belgium","HW Motors","1","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"35","DNF","2","Jacques Swaters","Belgium","Ecurie Francorchamps","","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"36","DNF","10","Louis Rosier","France","Ecurie Rosier","","","","","","","","Aug 23, 1953","Circuit Bremgarten","swiss-grand-prix",1953
"37","1","14","Bill Vukovich","USA","Howard Keck Co","200","3:53:01.690","","","207.188","1:06.240","27","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"38","2","16","Art Cross","USA","Bessie Lee Paoli","200","3:56:32.560","+ 3:30.870","+ 3:30.870","204.110","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"39","3","3","Sam Hanks/Duane Carter/","USA","Ed Walsh","200","3:57:13.190","+ 4:11.500","+ 40.630","203.527","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"40","4","59","Fred Agabashian/Paul Russo/","USA","Grancor Auto Specialists","200","3:57:40.930","+ 4:39.240","+ 27.740","203.131","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"41","5","5","Jack McGrath","USA","Jack B Hinkle","200","4:00:51.330","+ 7:49.640","+ 3:10.400","200.455","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"42","6","48","Jimmy Daywalt","USA","Chapman S Root","200","4:01:11.900","+ 8:10.210","+ 20.570","200.170","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"43","7","2","Jim Rathmann/Eddie Johnson/","USA","Ernest L Ruiz","200","4:01:47.710","+ 8:46.020","+ 35.810","199.676","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"44","8","12","Ernie McCoy","USA","H A Chapman","200","4:03:06.240","+ 10:04.550","+ 1:18.530","198.601","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"45","9","98","Tony Bettenhausen/Chuck Stevenson/Gene Hartley/","USA","J C Agajanian","196","","4 Laps","4 Laps","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"46","10","53","Jimmy Davies","USA","Pat Clancy","193","","7 Laps","3 Laps","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"47","11","9","Duke Nalon","USA","Jean Marcenac","191","","9 Laps","2 Laps","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"48","12","73","Carl Scarborough/Bob Scott/","USA","Lee Elkins","190","","10 Laps","1 Lap","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"49","13","88","Manny Ayulo","USA","Peter Schmidt","184","","16 Laps","6 Laps","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"50","14","8","Jimmy Bryan","USA","John L McDaniel","183","","17 Laps","1 Lap","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"51","15","49","Bill Holland/Jim Rathmann/","USA","Ray Crawford","177","","23 Laps","6 Laps","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"52","16","92","Rodger Ward/Andy Linden/Duke Dinsmore/","USA","M A Walker","177","","23 Laps","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"53","17","23","Walt Faulkner/Johnny Mantz/","USA","Eugene A Casaroll","176","","24 Laps","1 Lap","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"54","DNF","22","Marshall Teague","USA","Hart Fullerton","169","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"55","DNF","62","Spider Webb/Johnny Thomson/Jackie John Holmes/","USA","3-L Racing Team","166","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"56","DNF","51","Bob Sweikert","USA","A E Dean","151","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"57","DNF","83","Mike Nazaruk","USA","Lee Elkins","146","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"58","DNF","77","Pat Flaherty","USA","Peter Schmidt","115","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"59","DNF","55","Jerry Hoyt/Chuck Stevenson/Andy Linden/","USA","John Zink","107","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"60","DNF","4","Duane Carter","USA","Murrell Belanger","94","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"61","DNF","7","Paul Russo","USA","Federal Auto Associates","89","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"62","DNF","21","Johnnie Parsons","USA","J S Belond","86","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"63","DNF","38","Don Freeland","USA","Bob Estes","76","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"64","DNF","41","Gene Hartley","USA","Federal Auto Associates","53","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"65","DNF","97","Chuck Stevenson","USA","J C Agajanian","42","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"66","DNF","99","Cal Niday","USA","Murrell Belanger","30","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"67","DNF","29","Bob Scott","USA","Louis & Bruce Bromme","14","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"68","DNF","56","Johnny Thomson","USA","R N Sabourin","6","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"69","DNF","32","Andy Linden","USA","Rotary Engineering Corp","3","","","","","","","May 30, 1953","Indianapolis Motor Speedway","indianapolis-500",1953
"70","1","2","Nino Farina","Italy","Scuderia Ferrari","18","3:02:25.000","","","135.046","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"71","2","5","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","18","3:03:29.000","+ 1:04.000","+ 1:04.000","134.261","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"72","3","3","Mike Hawthorn","Great Britain","Scuderia Ferrari","18","3:04:08.600","+ 1:43.600","+ 39.600","133.780","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"73","4","7","Felice Bonetto","Italy","Officine Alfieri Maserati","18","3:11:13.600","+ 8:48.600","+ 7:05.000","128.825","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"74","5","17","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","17","3:04:40.400","1 Lap","1 Lap","125.985","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"75","6","19","Stirling Moss","Great Britain","Cooper Car Co","17","3:06:50.900","1 Lap","+ 2:10.500","124.519","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"76","7","18","Jacques Swaters","Belgium","Ecurie Francorchamps","17","3:07:29.900","1 Lap","+ 39.000","124.087","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"77","8","1","Alberto Ascari/Luigi Villoresi/","Italy","Scuderia Ferrari","17","3:07:51.800","1 Lap","+ 21.900","123.846","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"78","9","31","Hans Herrmann","Germany","Hans Herrmann","17","3:09:53.400","1 Lap","+ 2:01.600","122.524","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"79","10","20","Louis Rosier","France","Ecurie Rosier","17","3:11:08.400","1 Lap","+ 1:15.000","121.723","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"80","11","40","Rodney Nuckey","Great Britain","Rodney Nuckey","16","3:07:44.600","2 Laps","1 Lap","116.635","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"81","12","24","Theo Helfrich","Germany","Theo Helfrich","16","3:10:17.600","2 Laps","+ 2:33.000","115.072","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"82","13","16","Kenneth McAlpine","Great Britain","Connaught Engineering","16","3:10:52.200","2 Laps","+ 34.600","114.725","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"83","14","36","Rudolf Krause","Germany","Dora Greifzu","16","3:12:45.200","2 Laps","+ 1:53.000","113.604","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"84","15","37","Ernst Klodwig","Germany","Ernst Klodwig","15","","3 Laps","1 Lap","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"85","16","22","Wolfgang Seidel","Germany","Wolfgang Seidel","14","","4 Laps","1 Lap","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"86","DNF","4","Luigi Villoresi/Alberto Ascari/","Italy","Scuderia Ferrari","15","","","","","9:56.000","12","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"87","DNF","38","Alan Brown","Great Britain","Equipe Anglaise","15","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"88","DNF","8","Onofre Marimon","Argentina","Officine Alfieri Maserati","13","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"89","DNF","35","Edgar Barth","Germany","Rennkollektiv EMW","12","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"90","DNF","12","Johnny Claes","Belgium","Ecurie Belge","12","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"91","DNF","26","Oswald Karch","Germany","Oswald Karch","10","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"92","DNF","23","Willi Heeks","Germany","Willi Heeks","8","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"93","DNF","9","Jean Behra","France","Equipe Gordini","7","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"94","DNF","11","Harry Schell","USA","Equipe Gordini","6","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"95","DNF","14","Prince Bira","Thailand","Connaught Engineering","6","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"96","DNF","28","Theo Fitzau","Germany","Helmut Niedermayr","3","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"97","DNF","34","Kurt Adolff","Germany","Ecurie Espadon","3","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"98","DNF","41","Günther Bechem","Germany","Guenther Bechem","2","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"99","DNF","10","Maurice Trintignant","France","Equipe Gordini","1","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"100","DNF","15","Roy Salvadori","Great Britain","Connaught Engineering","1","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"101","DNF","32","Erwin Bauer","Germany","Erwin Bauer","1","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"102","DNF","21","Hans Von Stuck","Germany","Hans Stuck","","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"103","DNF","30","Ernst Loof","Germany","Ernst Loof","","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"104","DNS","6","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"105","DNS","39","Helm Glockler","Germany","Equipe Anglaise","","","","","","","","Aug 2, 1953","Nurburgring","german-grand-prix",1953
"106","1","10","Alberto Ascari","Italy","Scuderia Ferrari","36","2:48:30.300","","","180.998","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"107","2","8","Luigi Villoresi","Italy","Scuderia Ferrari","36","2:51:18.500","+ 2:48.200","+ 2:48.200","178.036","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"108","3","28","Onofre Marimon","Argentina","Officine Alfieri Maserati","35","2:48:40.000","1 Lap","1 Lap","175.802","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"109","4","30","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","35","2:49:25.000","1 Lap","+ 45.000","175.024","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"110","5","18","Maurice Trintignant","France","Equipe Gordini","35","2:49:41.000","1 Lap","+ 16.000","174.749","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"111","6","14","Mike Hawthorn","Great Britain","Scuderia Ferrari","35","2:49:42.000","1 Lap","+ 1.000","174.731","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"112","7","20","Harry Schell","USA","Equipe Gordini","33","","3 Laps","2 Laps","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"113","8","32","Louis Rosier","France","Ecurie Rosier","33","","3 Laps","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"114","9","38","Fred Wacker","USA","Equipe Gordini","32","","4 Laps","1 Lap","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"115","10","24","Paul Frere","Belgium","HW Motors","30","","6 Laps","2 Laps","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"116","11","40","Andre Pilette","Belgium","Ecurie Belge","29","","7 Laps","1 Lap","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"117","DNF","6","Johnny Claes/Juan Manuel Fangio/","Belgium","Officine Alfieri Maserati","35","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"118","DNF","22","Lance Macklin","Great Britain","HW Motors","19","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"119","DNF","12","Nino Farina","Italy","Scuderia Ferrari","16","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"120","DNF","4","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","13","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"121","DNF","2","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","11","","","","","4:34.000","2","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"122","DNF","16","Jean Behra","France","Equipe Gordini","9","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"123","DNF","26","Peter Collins","Great Britain","HW Motors","4","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"124","DNF","34","Georges Berger","Belgium","Georges Berger","3","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"125","DNF","36","Arthur Legat","Belgium","Arthur Legat","","","","","","","","Jun 21, 1953","Circuit de Spa-Francorchamps","belgian-grand-prix",1953
"126","1","5","Alberto Ascari","Italy","Scuderia Ferrari","90","2:50:00.000","","","150.000","1:50.000","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"127","2","23","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","90","2:51:00.000","+ 1:00.000","+ 1:00.000","149.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"128","3","6","Nino Farina","Italy","Scuderia Ferrari","88","2:50:12.000","2 Laps","2 Laps","146.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"129","4","24","Jose Froilan Gonzalez","Argentina","Officine Alfieri Maserati","88","2:50:58.000","2 Laps","+ 46.000","145.000","1:50.000","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"130","5","8","Mike Hawthorn","Great Britain","Scuderia Ferrari","87","2:50:15.000","3 Laps","1 Lap","144.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"131","6","25","Felice Bonetto","Italy","Officine Alfieri Maserati","82","2:50:16.000","8 Laps","5 Laps","136.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"132","7","10","Prince Bira","Thailand","Connaught Engineering","82","2:51:53.000","8 Laps","+ 1:37.000","135.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"133","8","16","Ken Wharton","Great Britain","Ken Wharton","80","2:50:43.000","10 Laps","2 Laps","132.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"134","9","20","Peter Whitehead","Great Britain","Atlantic Stable","79","2:50:56.000","11 Laps","1 Lap","131.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"135","10","9","Louis Rosier","France","Ecurie Rosier","78","2:50:27.000","12 Laps","1 Lap","129.000","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"136","DNF","18","Jimmy Stewart","Great Britain","Ecurie Ecosse","79","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"137","DNF","14","Tony Rolt","Great Britain","R R C Walker Racing Team","70","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"138","DNF","7","Luigi Villoresi","Italy","Scuderia Ferrari","65","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"139","DNF","26","Onofre Marimon","Argentina","Officine Alfieri Maserati","65","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"140","DNF","19","Alan Brown","Great Britain","R J Chase","56","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"141","DNF","2","Peter Collins","Great Britain","HW Motors","56","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"142","DNF","4","Jack Fairman","Great Britain","HW Motors","54","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"143","DNF","12","Roy Salvadori","Great Britain","Connaught Engineering","50","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"144","DNF","31","Emmanuel de Graffenried","Switzerland","Emmanuel de Graffenried","34","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"145","DNF","1","Lance Macklin","Great Britain","HW Motors","31","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"146","DNF","30","Jean Behra","France","Equipe Gordini","30","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"147","DNF","15","Ian Stewart","Great Britain","Ecurie Ecosse","24","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"148","DNF","29","Maurice Trintignant","France","Equipe Gordini","14","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"149","DNF","3","Duncan Hamilton","Great Britain","HW Motors","14","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"150","DNF","17","Bob Gerard","Great Britain","Bob Gerard","8","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"151","DNF","28","Harry Schell","USA","Equipe Gordini","5","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"152","DNF","11","Kenneth McAlpine","Great Britain","Connaught Engineering","","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"153","DNF","22","Tony Crook","Great Britain","Tony Crook","","","","","","","","Jul 18, 1953","Silverstone Circuit","british-grand-prix",1953
"154","1","50","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","80","2:49:45.900","","","178.100","2:04.500","39","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"155","2","6","Nino Farina","Italy","Scuderia Ferrari","80","2:49:47.300","+ 1.400","+ 1.400","178.100","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"156","3","2","Luigi Villoresi","Italy","Scuderia Ferrari","79","2:49:49.200","1 Lap","1 Lap","175.800","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"157","4","8","Mike Hawthorn","Great Britain","Scuderia Ferrari","79","2:50:07.600","1 Lap","+ 18.400","175.500","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"158","5","36","Maurice Trintignant","France","Equipe Gordini","79","2:51:11.000","1 Lap","+ 1:03.400","174.400","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"159","6","40","Roberto Mieres","Argentina","Equipe Gordini","77","2:50:45.000","3 Laps","2 Laps","170.500","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"160","7","56","Sergio Mantovani/Luigi Musso/","Italy","Officine Alfieri Maserati","76","2:50:44.300","4 Laps","1 Lap","168.300","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"161","8","10","Umberto Maglioli","Italy","Scuderia Ferrari","75","","5 Laps","1 Lap","","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"162","9","38","Harry Schell","USA","Equipe Gordini","75","2:50:46.000","5 Laps","+ 2:50:46.000","166.000","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"163","10","32","Louis Chiron","Monaco","Louis Chiron","72","2:51:21.700","8 Laps","3 Laps","158.800","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"164","11","44","Prince Bira","Thailand","Scuderia Milano","72","2:52:12.300","8 Laps","+ 50.600","158.000","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"165","12","46","Alan Brown","Great Britain","Equipe Anglaise","70","2:51:12.700","10 Laps","2 Laps","154.500","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
"166","13","28","Stirling Moss","Great Britain","Cooper Car Co","70","2:51:44.400","10 Laps","+ 31.700","154.100","","","Sep 13, 1953","Autodromo Nazionale Monza","italian-grand-prix",1953
