"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"283","DNF","6","Yves Giraud-Cabantous","France","Yves Giraud-Cabantous","14","","","","","3:29.500","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"284","DNF","18","Luigi Villoresi","Italy","Scuderia Ferrari","12","","","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"285","DNF","42","Jose Froilan Gonzalez","Argentina","Ecurie Rosier","10","","","","","3:25.800","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"286","DNF","52","Peter Hirt","Switzerland","Ecurie Espadon","","","","","","","","May 27, 1951","Circuit Bremgarten","swiss-grand-prix",1951
"287","1","22","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","70","2:46:54.100","","","","2:16.930","3","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"288","2","6","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","70","2:47:48.380","+ 54.280","+ 54.280","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"289","3","20","Nino Farina","Italy","Alfa Romeo SpA","70","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"290","4","2","Alberto Ascari","Italy","Scuderia Ferrari","68","","2 Laps","2 Laps","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"291","5","24","Felice Bonetto","Italy","Alfa Romeo SpA","68","","2 Laps","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"292","6","26","Emmanuel de Graffenried","Switzerland","Alfa Romeo SpA","66","","4 Laps","2 Laps","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"293","7","28","Louis Rosier","France","Ecurie Rosier","64","","6 Laps","2 Laps","","2:32.570","15","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"294","8","34","Philippe Etancelin","France","Philippe Etancelin","63","","7 Laps","1 Lap","","2:34.590","16","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"295","9","14","Robert Manzon","France","Equipe Gordini","63","","7 Laps","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"296","10","44","Paco Godia","Spain","Scuderia Milano","60","","10 Laps","3 Laps","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"297","DNF","4","Luigi Villoresi","Italy","Scuderia Ferrari","48","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"298","DNF","16","Andre Simon","France","Equipe Gordini","48","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"299","DNF","36","Johnny Claes","Belgium","Ecurie Belge","37","","","","","2:26.000","16","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"300","DNF","8","Piero Taruffi","Italy","Scuderia Ferrari","30","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"301","DNF","12","Maurice Trintignant","France","Equipe Gordini","25","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"302","DNF","38","Georges Grignard","France","Georges Grignard","23","","","","","2:41.100","23","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"303","DNF","32","Yves Giraud-Cabantous","France","Yves Giraud-Cabantous","7","","","","","2:40.260","4","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"304","DNF","30","Louis Chiron","Monaco","Ecurie Rosier","4","","","","","2:33.220","2","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"305","DNF","18","Prince Bira","Thailand","Prince Bira","1","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"306","DNS","46","Juan Jover","Spain","Scuderia Milano","","","","","","","","Oct 28, 1951","Pedralbes Circuit","spanish-grand-prix",1951
"307","1","71","Alberto Ascari","Italy","Scuderia Ferrari","20","3:23:03.300","","3 Laps","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"308","2","75","Juan Manuel Fangio","Argentina","Alfa Romeo SpA","20","3:23:33.800","+ 30.500","+ 30.500","","9:55.800","12","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"309","3","74","Jose Froilan Gonzalez","Argentina","Scuderia Ferrari","20","3:27:42.300","+ 4:39.000","+ 4:08.500","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"310","4","72","Luigi Villoresi","Italy","Scuderia Ferrari","20","3:28:53.500","+ 5:50.200","+ 1:11.200","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"311","5","73","Piero Taruffi","Italy","Scuderia Ferrari","20","3:30:52.400","+ 7:49.100","+ 1:58.900","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"312","6","91","RudI Fischer","Switzerland","Ecurie Espadon","19","","1 Lap","1 Lap","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"313","7","82","Robert Manzon","France","Equipe Gordini","19","","1 Lap","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"314","8","84","Louis Rosier","France","Ecurie Rosier","19","","1 Lap","","","10:44.500","10","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"315","9","90","Pierre Levegh","France","Pierre Levegh","18","","2 Laps","1 Lap","","11:24.700","8","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"316","10","93","Jacques Swaters","Belgium","Ecurie Belgique","18","","2 Laps","","","11:21.300","6","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"317","11","94","Johnny Claes","Belgium","Ecurie Belge","17","","3 Laps","1 Lap","","11:18.400","12","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"318","DNF","87","Yves Giraud-Cabantous","France","Yves Giraud-Cabantous","17","","","","","10:43.900","7","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"319","DNF","81","Maurice Trintignant","France","Equipe Gordini","13","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"320","DNF","77","Felice Bonetto","Italy","Alfa Romeo SpA","12","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"321","DNF","88","Duncan Hamilton","Great Britain","Duncan Hamilton","12","","","","","11:29.700","6","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"322","DNF","78","Paul Pietsch","Germany","Alfa Romeo SpA","11","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"323","DNF","83","Andre Simon","France","Equipe Gordini","11","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"324","DNF","76","Nino Farina","Italy","Alfa Romeo SpA","8","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"325","DNF","86","Philippe Etancelin","France","Philippe Etancelin","4","","","","","10:58.700","3","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"326","DNF","85","Louis Chiron","Monaco","Ecurie Rosier","3","","","","","11:56.600","1","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"327","DNF","92","Toni Branca","Switzerland","Antonio Branca","3","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"328","DNF","79","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","2","","","","","","","Jul 29, 1951","Nurburgring","german-grand-prix",1951
"329","1","101","Alberto Ascari","Italy","Scuderia Ferrari","18","3:06:13.300","","","132.300","10:05.100","5","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"330","2","102","Nino Farina","Italy","Scuderia Ferrari","18","3:06:27.400","+ 14.100","+ 14.100","132.100","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"331","3","117","RudI Fischer","Switzerland","Ecurie Espadon","18","3:13:23.400","+ 7:10.100","+ 6:56.000","127.400","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"332","4","103","Piero Taruffi","Italy","Scuderia Ferrari","17","","1 Lap","1 Lap","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"333","5","108","Jean Behra","France","Equipe Gordini","17","","1 Lap","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"334","6","119","Roger Laurent","Great Britain","Ecurie Francorchamps","16","","2 Laps","1 Lap","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"335","7","121","Fritz Riess","Germany","Fritz Riess","16","","2 Laps","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"336","8","125","Toni Ulmen","Germany","Toni Ulmen","16","","2 Laps","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"337","9","124","Helmut Niedermayr","Germany","Helmut Niedermayr","15","","3 Laps","1 Lap","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"338","10","113","Johnny Claes","Belgium","HW Motors","15","","3 Laps","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"339","11","128","Hans Klenk","Germany","Hans Klenk","14","","4 Laps","1 Lap","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"340","12","135","Ernst Klodwig","Germany","Ernst Klodwig","14","","4 Laps","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"341","DNF","107","Robert Manzon","France","Equipe Gordini","8","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"342","DNF","123","Willi Heeks","Germany","Willi Heeks","7","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"343","DNF","120","Tony Gaze","Australia","Tony Gaze","6","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"344","DNF","126","Adolf Brudes","Germany","Adolf Brudes","5","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"345","DNF","110","Marcel Balsa","France","Marcel Balsa","5","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"346","DNF","130","Günther Bechem","Germany","Bernd Nacke","5","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"347","DNF","116","Eitel Cantoni","Uruguay","Escuderia Bandeirantes","4","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"348","DNF","136","Rudolf Krause","Germany","Rudolf Krause","3","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"349","DNF","118","Rudolf Schoeller","Switzerland","Ecurie Espadon","3","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"350","DNF","114","Bill Aston","Great Britain","W S Aston","2","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"351","DNF","109","Maurice Trintignant","France","Equipe Gordini","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"352","DNF","127","Paul Pietsch","Germany","Motor Press Verlag","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"353","DNF","112","Paul Frere","Belgium","HW Motors","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"354","DNF","122","Theo Helfrich","Germany","Theo Helfrich","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"355","DNF","129","Josef Peters","Germany","Josef Peters","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"356","DNF","104","Piero Carini","Italy","Scuderia Marzotto","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"357","DSQ","105","Felice Bonetto","Italy","Officine Alfieri Maserati","1","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"358","DNF","115","Gino Bianco","Brazil","Escuderia Bandeirantes","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"359","DNS","133","Willi Krakau","Switzerland","Willi Krakau","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"360","DNS","131","Ludwig Fischer","Germany","Ludwig Fischer","","","","","","","","Aug 3, 1952","Nurburgring","german-grand-prix",1952
"361","1","30","Piero Taruffi","Italy","Scuderia Ferrari","62","3:01:46.100","","","","2:49.100","46","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"362","2","42","RudI Fischer","Switzerland","Ecurie Espadon","62","3:04:23.300","+ 2:37.200","+ 2:37.200","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"363","3","6","Jean Behra","France","Equipe Gordini","61","","1 Lap","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"364","4","22","Ken Wharton","Great Britain","Scuderia Franera","60","","2 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"365","5","26","Alan Brown","Great Britain","Ecurie Richmond","59","","3 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"366","6","38","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","58","","4 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"367","7","44","Peter Hirt","Switzerland","Ecurie Espadon","56","","6 Laps","2 Laps","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"368","8","24","Eric Brandon","Great Britain","Ecurie Richmond","55","","7 Laps","1 Lap","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"369","DNF","10","Prince Bira","Thailand","Equipe Gordini","52","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"370","DNF","32","Nino Farina","Italy","Scuderia Ferrari","51","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"371","DNF","32","Andre Simon","France","Scuderia Ferrari","51","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"372","DNF","40","Harry Schell","USA","Scuderia Enrico Platé","31","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"373","DNF","46","Stirling Moss","Great Britain","HW Motors","24","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"374","DNF","20","Lance Macklin","Great Britain","HW Motors","24","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"375","DNF","8","Robert Manzon","France","Equipe Gordini","20","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"376","DNF","28","Nino Farina","Italy","Scuderia Ferrari","16","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"377","DNF","18","Peter Collins","Great Britain","HW Motors","12","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"378","DNF","16","George Abecassis","Great Britain","HW Motors","12","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"379","DNF","2","Hans Von Stuck","Germany","AFM","4","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"380","DNF","4","Toni Ulmen","Germany","Toni Ulmen","4","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"381","DNF","12","Louis Rosier","France","Ecurie Rosier","2","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"382","DNF","50","Max de Terra","Switzerland","Alfred Dattner","1","","","","","","","May 18, 1952","Circuit Bremgarten","swiss-grand-prix",1952
"383","1","98","Troy Ruttman","USA","J C Agajanian","200","3:52:41.880","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"384","2","59","Jim Rathmann","USA","Grancor Auto Specialists","200","3:56:44.210","+ 4:02.330","+ 4:02.330","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"385","3","18","Sam Hanks","USA","Ed Walsh","200","3:58:53.490","+ 6:11.610","+ 2:09.280","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"386","4","1","Duane Carter","USA","Murrell Belanger","200","3:59:30.220","+ 6:48.340","+ 36.730","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"387","5","33","Art Cross","USA","Ray T Brady","200","4:01:22.030","+ 8:40.150","+ 1:51.810","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"388","6","77","Jimmy Bryan","USA","Peter Schmidt","200","4:02:06.200","+ 9:24.320","+ 44.170","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"389","7","37","Jimmy Reece","USA","John Zink","200","4:03:17.120","+ 10:35.240","+ 1:10.920","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"390","8","54","George Connor","USA","Federal Auto Associates","200","4:04:42.490","+ 12:00.610","+ 1:25.370","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"391","9","22","Cliff Griffith","USA","Tom Sarafoff","200","4:05:05.640","+ 12:23.760","+ 23.150","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"392","10","5","Johnnie Parsons","USA","Jim Robbins","200","4:06:19.660","+ 13:37.780","+ 1:14.020","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"393","11","4","Jack McGrath","USA","Jack B Hinkle","200","4:07:03.600","+ 14:21.720","+ 43.940","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"394","12","29","Jim Rigsby","USA","Bob Estes","200","4:08:46.980","+ 16:05.100","+ 1:43.380","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"395","13","14","Joe James","USA","Ed Walsh","200","4:09:37.530","+ 16:55.650","+ 50.550","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"396","14","7","Bill Schindler","USA","H A Chapman","200","4:11:30.540","+ 18:48.660","+ 1:53.010","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"397","15","65","George Fonder","USA","George H Leitenberger","197","","3 Laps","3 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"398","16","81","Eddie Johnson","USA","Pete Salemi","193","","7 Laps","4 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"399","17","26","Bill Vukovich","USA","Howard Keck Co","191","","9 Laps","2 Laps","","1:06.600","8","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"400","18","16","Chuck Stevenson","USA","Bessie Lee Paoli","187","","13 Laps","4 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"401","19","2","Henry Banks","USA","Lindsey Hopkins","184","","16 Laps","3 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"402","20","8","Manny Ayulo","USA","Coast Grain Co","184","","16 Laps","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"403","21","31","Johnny McDowell","USA","Roger Wolcott","182","","18 Laps","2 Laps","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"404","DNF","48","Spider Webb","USA","Vincent Granatelli","162","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"405","DNF","34","Rodger Ward","USA","Federal Auto Associates","130","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"406","DNF","27","Tony Bettenhausen","USA","Earl F Slick","93","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"407","DNF","36","Duke Nalon","USA","Lewis W Welch","84","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"408","DNF","73","Bob Sweikert","USA","Lee Elkins","77","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"409","DNF","28","Fred Agabashian","USA","Cummins Engine Co","71","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"410","DNF","67","Gene Hartley","USA","Mel B Wiggers","65","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"411","DNF","93","Bob Scott","USA","Ludson D Morris","49","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"412","DNF","21","Chet Miller","USA","Lewis W Welch","41","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"413","DNF","12","Alberto Ascari","Italy","Scuderia Ferrari","40","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"414","DNF","55","Bobby Ball","USA","Rotary Engineering Corp","34","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"415","DNF","9","Andy Linden","USA","Hart Fullerton","20","","","","","","","May 30, 1952","Indianapolis Motor Speedway","indianapolis-500",1952
"416","1","4","Alberto Ascari","Italy","Scuderia Ferrari","36","3:03:46.300","","","","4:55.000","2","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"417","2","2","Nino Farina","Italy","Scuderia Ferrari","36","3:05:41.500","+ 1:55.200","+ 1:55.200","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"418","3","14","Robert Manzon","France","Equipe Gordini","36","3:08:14.700","+ 4:28.400","+ 2:33.200","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"419","4","8","Mike Hawthorn","Great Britain","Leslie Hawthorn","35","","1 Lap","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"420","5","28","Paul Frere","Belgium","HW Motors","34","","2 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"421","6","10","Alan Brown","Great Britain","Ecurie Richmond","34","","2 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"422","7","34","Charles de Tornaco","Belgium","Ecurie Francorchamps","33","","3 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"423","8","18","Johnny Claes","Belgium","Equipe Gordini","33","","3 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"424","9","12","Eric Brandon","Great Britain","Ecurie Richmond","33","","3 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"425","10","20","Prince Bira","Thailand","Equipe Gordini","32","","4 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"426","11","24","Lance Macklin","Great Britain","HW Motors","32","","4 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"427","12","30","Roger Laurent","Great Britain","HW Motors","32","","4 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"428","13","38","Arthur Legat","Belgium","Arthur Legat","31","","5 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"429","14","44","Robert O'Brien","USA","Robert OBrien","30","","6 Laps","1 Lap","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"430","15","42","Tony Gaze","Australia","Tony Gaze","30","","6 Laps","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"431","DNF","40","Robin Montgomerie-Charrington","Great Britain","Robin Montgomerie-Charrington","17","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"432","DNF","6","Piero Taruffi","Italy","Scuderia Ferrari","13","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"433","DNF","16","Jean Behra","France","Equipe Gordini","13","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"434","DNF","36","Ken Wharton","Great Britain","Scuderia Franera","10","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"435","DNF","22","Louis Rosier","France","Ecurie Rosier","6","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"436","DNF","26","Peter Collins","Great Britain","HW Motors","3","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"437","DNF","32","Stirling Moss","Great Britain","ERA","","","","","","","","Jun 22, 1952","Circuit de Spa-Francorchamps","belgian-grand-prix",1952
"438","1","15","Alberto Ascari","Italy","Scuderia Ferrari","85","2:44:11.000","","","","1:52.000","9","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"439","2","17","Piero Taruffi","Italy","Scuderia Ferrari","84","","1 Lap","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"440","3","9","Mike Hawthorn","Great Britain","Leslie Hawthorn","83","","2 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"441","4","6","Dennis Poore","Great Britain","Connaught Engineering","83","","2 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"442","5","5","Eric Thompson","Great Britain","Connaught Engineering","82","","3 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"443","6","16","Nino Farina","Italy","Scuderia Ferrari","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"444","7","8","Reg Parnell","Great Britain","Archie Bryde","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"445","8","14","Roy Salvadori","Great Britain","G Caprara","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"446","9","4","Ken Downing","Great Britain","Connaught Engineering","82","","3 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"447","10","21","Peter Whitehead","Great Britain","Peter Whitehead","81","","4 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"448","11","26","Prince Bira","Thailand","Equipe Gordini","81","","4 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"449","12","1","Graham Whitehead","Great Britain","Peter Whitehead","80","","5 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"450","13","19","RudI Fischer","Switzerland","Ecurie Espadon","80","","5 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"451","14","27","Johnny Claes","Belgium","Ecurie Belge","79","","6 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"452","15","31","Lance Macklin","Great Britain","HW Motors","79","","6 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"453","16","3","Kenneth McAlpine","Great Britain","Connaught Engineering","79","","6 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"454","17","33","Harry Schell","USA","Scuderia Enrico Platé","78","","7 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"455","18","34","Gino Bianco","Brazil","Escuderia Bandeirantes","77","","8 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"456","19","32","Emmanuel de Graffenried","Switzerland","Scuderia Enrico Platé","76","","9 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"457","20","10","Eric Brandon","Great Britain","Ecurie Richmond","76","","9 Laps","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"458","21","23","Tony Crook","Great Britain","Tony Crook","75","","10 Laps","1 Lap","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"459","22","11","Alan Brown","Great Britain","Ecurie Richmond","69","","16 Laps","6 Laps","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"460","DNF","29","Peter Collins","Great Britain","HW Motors","73","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"461","DNF","30","Duncan Hamilton","Great Britain","HW Motors","44","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
"462","DNF","12","Stirling Moss","Great Britain","ERA","36","","","","","","","Jul 19, 1952","Silverstone Circuit","british-grand-prix",1952
